T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
320 001_320 36.232 4.555500E-1 6.840046E-1 7.801150E+1 2.430820E+1 3.811620E-1 6.377401E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 5.623E+16
320 002_320 36.232 4.549270E-1 6.762977E-1 7.798990E+1 2.399480E+1 3.805760E-1 6.304880E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 5.623E+16
320 003_320 36.232 4.540880E-1 6.659441E-1 7.795990E+1 2.357490E+1 3.797950E-1 6.207266E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 5.623E+16
320 004_320 36.232 4.529870E-1 6.524547E-1 7.791930E+1 2.302930E+1 3.787600E-1 6.080194E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 5.623E+16
320 005_320 36.232 4.515870E-1 6.355043E-1 7.786590E+1 2.234630E+1 3.774120E-1 5.920943E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 5.623E+16
320 006_320 36.232 4.498530E-1 6.150285E-1 7.779940E+1 2.152490E+1 3.757710E-1 5.728202E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 5.623E+16
320 007_320 36.232 4.476870E-1 5.912321E-1 7.773360E+1 2.057510E+1 3.737990E-1 5.504320E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 5.623E+16
320 008_320 36.232 4.451920E-1 5.644853E-1 7.764820E+1 1.951330E+1 3.714750E-1 5.252939E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 5.623E+16
320 009_320 36.232 4.423590E-1 5.351778E-1 7.754070E+1 1.835700E+1 3.687990E-1 4.977525E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 5.623E+16
320 010_320 36.232 4.391120E-1 5.036468E-1 7.741830E+1 1.712160E+1 3.657520E-1 4.681215E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 5.623E+16
320 011_320 36.232 4.353590E-1 4.702206E-1 7.728960E+1 1.582230E+1 3.622750E-1 4.367487E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 5.623E+16
320 012_320 36.232 4.312290E-1 4.353077E-1 7.712440E+1 1.447760E+1 3.583690E-1 4.039853E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 5.623E+16
320 013_320 36.232 4.265150E-1 3.994385E-1 7.695370E+1 1.311030E+1 3.540140E-1 3.703340E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.800E-4 5.623E+16
320 014_320 36.232 4.213800E-1 3.632389E-1 7.674440E+1 1.174660E+1 3.491890E-1 3.363969E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 3.800E-4 5.623E+16
320 015_320 36.232 4.156540E-1 3.273722E-1 7.652550E+1 1.041310E+1 3.438960E-1 3.027976E-1 1.000000E+0 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 3.800E-4 5.623E+16
320 016_320 36.232 4.095320E-1 2.924799E-1 7.626140E+1 9.134600E+0 3.381350E-1 2.701458E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 3.800E-4 5.623E+16
