fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_330 001_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 5.630200246E-28 1.000000000E+20 1.014200599E+00 3.592153671E-13 5.274744416E-03 
001_330_SRH 001_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 5.630784957E-28 1.000000000E+20 1.015663755E+00 3.301154698E-13 5.894525812E-03 
002_330 002_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.472165327E-27 1.000000000E+20 1.014791704E+00 6.529364200E-13 5.491468901E-03 
002_330_SRH 002_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 4.861966467E-29 1.000000000E+20 1.015598530E+00 6.239213712E-13 5.832428562E-03 
003_330 003_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.225944298E-27 1.000000000E+20 1.015044720E+00 1.202279560E-12 5.534962932E-03 
003_330_SRH 003_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.233017982E-27 1.000000000E+20 1.015479421E+00 1.173400982E-12 5.717271332E-03 
004_330 004_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.487115158E-27 1.000000000E+20 1.015038758E+00 2.215551198E-12 5.413069731E-03 
004_330_SRH 004_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 4.145757640E-27 1.000000000E+20 1.015269689E+00 2.186910197E-12 5.508331358E-03 
005_330 005_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 6.342526924E-27 1.000000000E+20 1.014803914E+00 4.039140533E-12 5.095818154E-03 
005_330_SRH 005_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 6.401012128E-27 1.000000000E+20 1.014925561E+00 4.010914184E-12 5.144345865E-03 
006_330 006_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.179378738E-26 1.000000000E+20 1.014371530E+00 7.188758847E-12 4.531917170E-03 
006_330_SRH 006_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.323699579E-26 1.000000000E+20 1.014435494E+00 7.161224150E-12 4.555771434E-03 
007_330 007_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.357120063E-26 1.000000000E+20 1.013895936E+00 1.230231904E-11 3.711073734E-03 
007_330_SRH 007_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.356180846E-26 1.000000000E+20 1.013930082E+00 1.227583926E-11 3.722204681E-03 
008_330 008_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 3.314911003E-26 1.000000000E+20 1.013815023E+00 1.999203610E-11 2.777206648E-03 
008_330_SRH 008_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.924295303E-32 1.000000000E+20 1.013834320E+00 1.996695662E-11 2.782086880E-03 
009_330 009_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.143539120E-14 1.000000000E+20 1.014821036E+00 3.081176962E-11 2.063528806E-03 
009_330_SRH 009_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.443634131E-26 1.000000000E+20 1.014827284E+00 3.079961818E-11 2.065597847E-03 
010_330 010_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.775594629E-11 1.000000000E+20 1.031593235E+00 2.826519684E-11 1.831223879E-03 
010_330_SRH 010_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.773175580E-11 1.000000000E+20 1.031589176E+00 2.826702050E-11 1.832271617E-03 
011_330 011_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 3.915573524E-11 1.000000000E+20 1.072352370E+00 2.955328900E-11 1.855450238E-03 
011_330_SRH 011_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 3.913589011E-11 1.000000000E+20 1.072356032E+00 2.955182853E-11 1.856092721E-03 
