N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.400E+15 325 1.800E-4 1.014728475E+00 1.016314599E+00
1.468000E+10 1.400E+15 325 1.800E-4 1.015172773E+00 1.016289885E+00
2.154000E+10 1.400E+15 325 1.800E-4 1.015475372E+00 1.016254117E+00
3.162000E+10 1.400E+15 325 1.800E-4 1.015663875E+00 1.016202689E+00
4.642000E+10 1.400E+15 325 1.800E-4 1.015758688E+00 1.016129466E+00
6.813000E+10 1.400E+15 325 1.800E-4 1.015772580E+00 1.016026707E+00
1.000000E+11 1.400E+15 325 1.800E-4 1.015711908E+00 1.015885579E+00
1.468000E+11 1.400E+15 325 1.800E-4 1.015579497E+00 1.015697955E+00
2.154000E+11 1.400E+15 325 1.800E-4 1.015379926E+00 1.015460670E+00
3.162000E+11 1.400E+15 325 1.800E-4 1.015128503E+00 1.015183625E+00
4.642000E+11 1.400E+15 325 1.800E-4 1.014864446E+00 1.014902289E+00
6.813000E+11 1.400E+15 325 1.800E-4 1.014665634E+00 1.014691952E+00
1.000000E+12 1.400E+15 325 1.800E-4 1.014656387E+00 1.014675138E+00
1.468000E+12 1.400E+15 325 1.800E-4 1.014995568E+00 1.015009449E+00
2.154000E+12 1.400E+15 325 1.800E-4 1.015840781E+00 1.015851592E+00
3.162000E+12 1.400E+15 325 1.800E-4 1.021538003E+00 1.021529114E+00
4.642000E+12 1.400E+15 325 1.800E-4 1.051693202E+00 1.051691455E+00
6.813000E+12 1.400E+15 325 1.800E-4 1.074503336E+00 1.074505069E+00
1.000000E+13 1.400E+15 325 1.800E-4 1.092328963E+00 1.092332147E+00
