N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 5.623E+16 290 2.100E-4 1.250104620E+00 1.288765695E+00
1.468000E+10 5.623E+16 290 2.100E-4 1.255860857E+00 1.288907048E+00
2.154000E+10 5.623E+16 290 2.100E-4 1.261262962E+00 1.289112836E+00
3.162000E+10 5.623E+16 290 2.100E-4 1.266415022E+00 1.289411640E+00
4.642000E+10 5.623E+16 290 2.100E-4 1.271302917E+00 1.289843598E+00
6.813000E+10 5.623E+16 290 2.100E-4 1.275872075E+00 1.290463986E+00
1.000000E+11 5.623E+16 290 2.100E-4 1.280103917E+00 1.291346689E+00
1.468000E+11 5.623E+16 290 2.100E-4 1.284061411E+00 1.292586301E+00
2.154000E+11 5.623E+16 290 2.100E-4 1.287892794E+00 1.294296361E+00
3.162000E+11 5.623E+16 290 2.100E-4 1.291802498E+00 1.296600384E+00
4.642000E+11 5.623E+16 290 2.100E-4 1.296005052E+00 1.299612734E+00
6.813000E+11 5.623E+16 290 2.100E-4 1.300675259E+00 1.303410047E+00
1.000000E+12 5.623E+16 290 2.100E-4 1.305906460E+00 1.308001421E+00
1.468000E+12 5.623E+16 290 2.100E-4 1.311690856E+00 1.313312939E+00
2.154000E+12 5.623E+16 290 2.100E-4 1.317932790E+00 1.319200326E+00
3.162000E+12 5.623E+16 290 2.100E-4 1.324490443E+00 1.325487665E+00
4.642000E+12 5.623E+16 290 2.100E-4 1.331222957E+00 1.332010808E+00
6.813000E+12 5.623E+16 290 2.100E-4 1.338018093E+00 1.338641675E+00
1.000000E+13 5.623E+16 290 2.100E-4 1.344794270E+00 1.345287742E+00
