T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
305 001_305 38.014 4.926020E-1 7.352089E-1 7.985460E+1 2.892060E+1 4.181740E-1 6.915927E-1 1.000000E+0 1.000000E+10 1.000000E+10 3.800E-4 1.000E+16
305 002_305 38.014 4.921030E-1 7.326509E-1 7.983520E+1 2.878370E+1 4.176860E-1 6.891248E-1 1.000000E+0 1.468000E+10 1.468000E+10 3.800E-4 1.000E+16
305 003_305 38.014 4.913960E-1 7.289943E-1 7.980800E+1 2.858920E+1 4.169820E-1 6.856212E-1 1.000000E+0 2.154000E+10 2.154000E+10 3.800E-4 1.000E+16
305 004_305 38.014 4.904130E-1 7.238272E-1 7.977020E+1 2.831630E+1 4.160060E-1 6.806718E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.800E-4 1.000E+16
305 005_305 38.014 4.890190E-1 7.166419E-1 7.972780E+1 2.794070E+1 4.146970E-1 6.737620E-1 1.000000E+0 4.642000E+10 4.642000E+10 3.800E-4 1.000E+16
305 006_305 38.014 4.871590E-1 7.068652E-1 7.967420E+1 2.743620E+1 4.129590E-1 6.643817E-1 1.000000E+0 6.813000E+10 6.813000E+10 3.800E-4 1.000E+16
305 007_305 38.014 4.848080E-1 6.939375E-1 7.960070E+1 2.677980E+1 4.107320E-1 6.520009E-1 1.000000E+0 1.000000E+11 1.000000E+11 3.800E-4 1.000E+16
305 008_305 38.014 4.819550E-1 6.774441E-1 7.950420E+1 2.595790E+1 4.080180E-1 6.361960E-1 1.000000E+0 1.468000E+11 1.468000E+11 3.800E-4 1.000E+16
305 009_305 38.014 4.785480E-1 6.572665E-1 7.939740E+1 2.497310E+1 4.048140E-1 6.169035E-1 1.000000E+0 2.154000E+11 2.154000E+11 3.800E-4 1.000E+16
305 010_305 38.014 4.746630E-1 6.336679E-1 7.928070E+1 2.384600E+1 4.011820E-1 5.943936E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.800E-4 1.000E+16
305 011_305 38.014 4.705160E-1 6.072205E-1 7.913410E+1 2.260920E+1 3.972360E-1 5.691619E-1 1.000000E+0 4.642000E+11 4.642000E+11 3.800E-4 1.000E+16
305 012_305 38.014 4.659470E-1 5.785730E-1 7.899560E+1 2.129600E+1 3.929980E-1 5.418850E-1 1.000000E+0 6.813000E+11 6.813000E+11 3.800E-4 1.000E+16
305 013_305 38.014 4.612130E-1 5.481981E-1 7.882390E+1 1.992950E+1 3.884860E-1 5.130042E-1 1.000000E+0 1.000000E+12 1.000000E+12 3.800E-4 1.000E+16
305 014_305 38.014 4.560750E-1 5.163037E-1 7.865300E+1 1.852060E+1 3.837010E-1 4.826844E-1 1.000000E+0 1.468000E+12 1.468000E+12 3.800E-4 1.000E+16
305 015_305 38.014 4.506970E-1 4.829541E-1 7.844420E+1 1.707460E+1 3.785840E-1 4.510131E-1 1.000000E+0 2.154000E+12 2.154000E+12 3.800E-4 1.000E+16
305 016_305 38.014 4.448120E-1 4.482780E-1 7.823410E+1 1.559980E+1 3.730960E-1 4.181194E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.800E-4 1.000E+16
305 017_305 38.014 4.386200E-1 4.126002E-1 7.798170E+1 1.411270E+1 3.672170E-1 3.843154E-1 1.000000E+0 4.642000E+12 4.642000E+12 3.800E-4 1.000E+16
305 018_305 38.014 4.319860E-1 3.764376E-1 7.770620E+1 1.263620E+1 3.609670E-1 3.500664E-1 1.000000E+0 6.813000E+12 6.813000E+12 3.800E-4 1.000E+16
305 019_305 38.014 4.249210E-1 3.404152E-1 7.740290E+1 1.119630E+1 3.543260E-1 3.159883E-1 1.000000E+0 1.000000E+13 1.000000E+13 3.800E-4 1.000E+16
305 020_305 38.014 4.175170E-1 3.051760E-1 7.705190E+1 9.817600E+0 3.472950E-1 2.826894E-1 1.000000E+0 1.468000E+13 1.468000E+13 3.800E-4 1.000E+16
305 021_305 38.014 4.097770E-1 2.713142E-1 7.664610E+1 8.521400E+0 3.398930E-1 2.507083E-1 1.000000E+0 2.154000E+13 2.154000E+13 3.800E-4 1.000E+16
305 022_305 38.014 4.015830E-1 2.393312E-1 7.619920E+1 7.323600E+0 3.321000E-1 2.205246E-1 1.000000E+0 3.162000E+13 3.162000E+13 3.800E-4 1.000E+16
305 023_305 38.014 3.930200E-1 2.096098E-1 7.568240E+1 6.234800E+0 3.239160E-1 1.924812E-1 1.000000E+0 4.642000E+13 4.642000E+13 3.800E-4 1.000E+16
305 024_305 38.014 3.840850E-1 1.824042E-1 7.507720E+1 5.259800E+0 3.153220E-1 1.668077E-1 1.000000E+0 6.813000E+13 6.813000E+13 3.800E-4 1.000E+16
305 025_305 38.014 3.747460E-1 1.578438E-1 7.436090E+1 4.398500E+0 3.062210E-1 1.436396E-1 1.000000E+0 1.000000E+14 1.000000E+14 3.800E-4 1.000E+16
