0.000E+0 0
1.000E-2 3.88042358E-15
2.000E-2 9.50729862E-15
3.000E-2 1.76784529E-14
4.000E-2 2.95526723E-14
5.000E-2 4.68109299E-14
6.000E-2 7.18888672E-14
7.000E-2 1.0830768E-13
8.000E-2 1.61168974E-13
9.000E-2 2.37846334E-13
1.000E-1 3.48982388E-13
1.100E-1 5.09979468E-13
1.200E-1 7.43102167E-13
1.300E-1 1.08060156E-12
1.400E-1 1.56926942E-12
1.500E-1 2.27714422E-12
1.600E-1 3.30341097E-12
1.700E-1 4.79305446E-12
1.800E-1 6.95859078E-12
1.900E-1 1.01123379E-11
2.000E-1 1.47143741E-11
2.100E-1 2.14438461E-11
2.200E-1 3.13050278E-11
2.300E-1 4.57851054E-11
2.400E-1 6.70889758E-11
2.500E-1 9.84887265E-11
2.600E-1 1.44843937E-10
2.700E-1 2.13376452E-10
2.800E-1 3.14824313E-10
2.900E-1 4.65160666E-10
3.000E-1 6.88154624E-10
3.100E-1 1.01918691E-9
3.200E-1 1.51093568E-9
3.300E-1 2.24184975E-9
3.400E-1 3.32877671E-9
3.500E-1 4.94578417E-9
3.600E-1 7.35221263E-9
3.700E-1 1.09344898E-8
3.800E-1 1.62684583E-8
3.900E-1 2.42122831E-8
4.000E-1 3.60449419E-8
4.100E-1 5.36726659E-8
4.200E-1 7.99366645E-8
4.300E-1 1.19071819E-7
4.400E-1 1.77390374E-7
4.500E-1 2.64300926E-7
