fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_335 001_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.488443011E-27 1.000000000E+20 1.025143457E+00 7.028567062E-13 1.222970422E-02 
001_335_SRH 001_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.719725571E-28 1.000000000E+20 1.028454705E+00 6.492841407E-13 1.392144015E-02 
002_335 002_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.106679241E-27 1.000000000E+20 1.026036411E+00 1.004139050E-12 1.268150145E-02 
002_335_SRH 002_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 6.672114116E-28 1.000000000E+20 1.028380506E+00 9.507183962E-13 1.387885097E-02 
003_335 003_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.977051574E-27 1.000000000E+20 1.026633869E+00 1.443823617E-12 1.297982484E-02 
003_335_SRH 003_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.978633930E-27 1.000000000E+20 1.028272563E+00 1.390544103E-12 1.381672769E-02 
004_335 004_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.486938570E-32 1.000000000E+20 1.026981654E+00 2.083688150E-12 1.314701513E-02 
004_335_SRH 004_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.214342458E-27 1.000000000E+20 1.028116180E+00 2.030554008E-12 1.372637438E-02 
005_335 005_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.954510146E-27 1.000000000E+20 1.027111570E+00 3.011173917E-12 1.319752840E-02 
005_335_SRH 005_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.952122514E-27 1.000000000E+20 1.027890997E+00 2.958207032E-12 1.359552197E-02 
006_335 006_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 8.420060142E-27 1.000000000E+20 1.027037676E+00 4.347980417E-12 1.313561173E-02 
006_335_SRH 006_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.902774832E-28 1.000000000E+20 1.027569610E+00 4.295223641E-12 1.340719685E-02 
007_335 007_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.600301213E-26 1.000000000E+20 1.026756084E+00 6.259391116E-12 1.295448916E-02 
007_335_SRH 007_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.191088150E-26 1.000000000E+20 1.027116839E+00 6.206912757E-12 1.313861553E-02 
008_335 008_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.809715763E-28 1.000000000E+20 1.026247868E+00 8.962067932E-12 1.263669087E-02 
008_335_SRH 008_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.808565695E-28 1.000000000E+20 1.026490924E+00 8.909967034E-12 1.276063234E-02 
