N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 5.623E+16 340 1.900E-4 1.164686487E+00 1.219677992E+00
1.468000E+10 5.623E+16 340 1.900E-4 1.179734436E+00 1.220444961E+00
2.154000E+10 5.623E+16 340 1.900E-4 1.192097515E+00 1.221538803E+00
3.162000E+10 5.623E+16 340 1.900E-4 1.202180462E+00 1.223078970E+00
4.642000E+10 5.623E+16 340 1.900E-4 1.210591583E+00 1.225209422E+00
6.813000E+10 5.623E+16 340 1.900E-4 1.217981243E+00 1.228086008E+00
1.000000E+11 5.623E+16 340 1.900E-4 1.224929730E+00 1.231846928E+00
1.468000E+11 5.623E+16 340 1.900E-4 1.231869492E+00 1.236565379E+00
2.154000E+11 5.623E+16 340 1.900E-4 1.239029904E+00 1.242195955E+00
3.162000E+11 5.623E+16 340 1.900E-4 1.246417773E+00 1.248542142E+00
4.642000E+11 5.623E+16 340 1.900E-4 1.253855359E+00 1.255278697E+00
6.813000E+11 5.623E+16 340 1.900E-4 1.261077558E+00 1.262034302E+00
1.000000E+12 5.623E+16 340 1.900E-4 1.267846353E+00 1.268495208E+00
1.468000E+12 5.623E+16 340 1.900E-4 1.274026507E+00 1.274472872E+00
2.154000E+12 5.623E+16 340 1.900E-4 1.279596220E+00 1.279909155E+00
3.162000E+12 5.623E+16 340 1.900E-4 1.284613783E+00 1.284838126E+00
4.642000E+12 5.623E+16 340 1.900E-4 1.289175685E+00 1.289340580E+00
6.813000E+12 5.623E+16 340 1.900E-4 1.293388278E+00 1.293512744E+00
1.000000E+13 5.623E+16 340 1.900E-4 1.297374572E+00 1.297500971E+00
