N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 8.000E+16 290 2.100E-4 1.207598320E+00 1.221057060E+00
2.154000E+10 8.000E+16 290 2.100E-4 1.215739828E+00 1.222749880E+00
3.162000E+10 8.000E+16 290 2.100E-4 1.219002984E+00 1.224047616E+00
1.468000E+11 8.000E+16 290 2.100E-4 1.231710619E+00 1.233239865E+00
2.154000E+11 8.000E+16 290 2.100E-4 1.235346218E+00 1.236551436E+00
4.642000E+11 8.000E+16 290 2.100E-4 1.243422801E+00 1.244227731E+00
1.000000E+12 8.000E+16 290 2.100E-4 1.252651856E+00 1.253222764E+00
2.154000E+12 8.000E+16 290 2.100E-4 1.263124687E+00 1.263537219E+00
3.162000E+12 8.000E+16 290 2.100E-4 1.268837092E+00 1.269188527E+00
4.642000E+12 8.000E+16 290 2.100E-4 1.274851221E+00 1.275149490E+00
6.813000E+12 8.000E+16 290 2.100E-4 1.281123506E+00 1.281375402E+00
1.000000E+13 8.000E+16 290 2.100E-4 1.287612435E+00 1.287824415E+00
