N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 336 1.800E-4 1.016987134E+00 1.019611772E+00
1.468000E+10 1.000E+15 336 1.800E-4 1.017726755E+00 1.019598941E+00
2.154000E+10 1.000E+15 336 1.800E-4 1.018262612E+00 1.019580222E+00
3.162000E+10 1.000E+15 336 1.800E-4 1.018634775E+00 1.019552994E+00
4.642000E+10 1.000E+15 336 1.800E-4 1.018878192E+00 1.019513557E+00
6.813000E+10 1.000E+15 336 1.800E-4 1.019019376E+00 1.019456794E+00
1.000000E+11 1.000E+15 336 1.800E-4 1.019075792E+00 1.019375845E+00
1.468000E+11 1.000E+15 336 1.800E-4 1.019056682E+00 1.019261975E+00
2.154000E+11 1.000E+15 336 1.800E-4 1.018964825E+00 1.019105029E+00
3.162000E+11 1.000E+15 336 1.800E-4 1.018799600E+00 1.018895246E+00
4.642000E+11 1.000E+15 336 1.800E-4 1.018562437E+00 1.018627673E+00
6.813000E+11 1.000E+15 336 1.800E-4 1.018266414E+00 1.018310973E+00
1.000000E+12 1.000E+15 336 1.800E-4 1.017950870E+00 1.017981440E+00
1.468000E+12 1.000E+15 336 1.800E-4 1.017699245E+00 1.017720429E+00
2.154000E+12 1.000E+15 336 1.800E-4 1.017651930E+00 1.017666894E+00
3.162000E+12 1.000E+15 336 1.800E-4 1.017999381E+00 1.018010294E+00
4.642000E+12 1.000E+15 336 1.800E-4 1.018945731E+00 1.018954063E+00
6.813000E+12 1.000E+15 336 1.800E-4 1.020654307E+00 1.020661021E+00
1.000000E+13 1.000E+15 336 1.800E-4 1.023211763E+00 1.023217465E+00
