N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 336 1.800E-4 1.045861028E+00 1.051540865E+00
1.468000E+10 1.000E+15 336 1.800E-4 1.047398227E+00 1.051413312E+00
2.154000E+10 1.000E+15 336 1.800E-4 1.048423237E+00 1.051227345E+00
3.162000E+10 1.000E+15 336 1.800E-4 1.049016906E+00 1.050957059E+00
4.642000E+10 1.000E+15 336 1.800E-4 1.049233654E+00 1.050566013E+00
6.813000E+10 1.000E+15 336 1.800E-4 1.049094979E+00 1.050004020E+00
1.000000E+11 1.000E+15 336 1.800E-4 1.048587841E+00 1.049204161E+00
1.468000E+11 1.000E+15 336 1.800E-4 1.047666712E+00 1.048081701E+00
2.154000E+11 1.000E+15 336 1.800E-4 1.046261183E+00 1.046538312E+00
3.162000E+11 1.000E+15 336 1.800E-4 1.044294286E+00 1.044477447E+00
4.642000E+11 1.000E+15 336 1.800E-4 1.041719114E+00 1.041838616E+00
6.813000E+11 1.000E+15 336 1.800E-4 1.038579026E+00 1.038655819E+00
1.000000E+12 1.000E+15 336 1.800E-4 1.035082910E+00 1.035131522E+00
1.468000E+12 1.000E+15 336 1.800E-4 1.031656504E+00 1.031687024E+00
2.154000E+12 1.000E+15 336 1.800E-4 1.028897465E+00 1.028916837E+00
3.162000E+12 1.000E+15 336 1.800E-4 1.027381298E+00 1.027394145E+00
4.642000E+12 1.000E+15 336 1.800E-4 1.027397573E+00 1.027406761E+00
6.813000E+12 1.000E+15 336 1.800E-4 1.028852392E+00 1.028859527E+00
1.000000E+13 1.000E+15 336 1.800E-4 1.031458020E+00 1.031463925E+00
