N_Fe N_B T d n_FeB n_FeB_SRH
1.300000E+10 1.000E+17 315 1.800E-4 1.210427894E+00 1.239477719E+00
2.471000E+10 1.000E+17 315 1.800E-4 1.225640521E+00 1.241673898E+00
4.696000E+10 1.000E+17 315 1.800E-4 1.236658658E+00 1.245174114E+00
8.927000E+10 1.000E+17 315 1.800E-4 1.245757532E+00 1.250170065E+00
1.697000E+11 1.000E+17 315 1.800E-4 1.254074721E+00 1.256389082E+00
3.225000E+11 1.000E+17 315 1.800E-4 1.261852433E+00 1.263104586E+00
6.130000E+11 1.000E+17 315 1.800E-4 1.269023576E+00 1.269741366E+00
1.165000E+12 1.000E+17 315 1.800E-4 1.275705630E+00 1.276158087E+00
2.214000E+12 1.000E+17 315 1.800E-4 1.282268872E+00 1.282583229E+00
4.209000E+12 1.000E+17 315 1.800E-4 1.289066202E+00 1.289298519E+00
8.000000E+12 1.000E+17 315 1.800E-4 1.296405636E+00 1.296584138E+00
