T file kT1 TDD TDD1 TDD11 TDD111 d N_B
297 001_297 39.038 5.000000E+10 5.000000E+10 5.000000E+10 5.000000E+10 1.700E-4 7.000E+15
297 002_297 39.038 5.861000E+10 5.861000E+10 5.861000E+10 5.861000E+10 1.700E-4 7.000E+15
297 003_297 39.038 6.869000E+10 6.869000E+10 6.869000E+10 6.869000E+10 1.700E-4 7.000E+15
297 004_297 39.038 8.051000E+10 8.051000E+10 8.051000E+10 8.051000E+10 1.700E-4 7.000E+15
297 005_297 39.038 9.437000E+10 9.437000E+10 9.437000E+10 9.437000E+10 1.700E-4 7.000E+15
297 006_297 39.038 1.106000E+11 1.106000E+11 1.106000E+11 1.106000E+11 1.700E-4 7.000E+15
297 007_297 39.038 1.296000E+11 1.296000E+11 1.296000E+11 1.296000E+11 1.700E-4 7.000E+15
297 008_297 39.038 1.520000E+11 1.520000E+11 1.520000E+11 1.520000E+11 1.700E-4 7.000E+15
297 009_297 39.038 1.781000E+11 1.781000E+11 1.781000E+11 1.781000E+11 1.700E-4 7.000E+15
297 010_297 39.038 2.088000E+11 2.088000E+11 2.088000E+11 2.088000E+11 1.700E-4 7.000E+15
297 011_297 39.038 2.447000E+11 2.447000E+11 2.447000E+11 2.447000E+11 1.700E-4 7.000E+15
297 012_297 39.038 2.868000E+11 2.868000E+11 2.868000E+11 2.868000E+11 1.700E-4 7.000E+15
297 013_297 39.038 3.362000E+11 3.362000E+11 3.362000E+11 3.362000E+11 1.700E-4 7.000E+15
297 014_297 39.038 3.940000E+11 3.940000E+11 3.940000E+11 3.940000E+11 1.700E-4 7.000E+15
297 015_297 39.038 4.618000E+11 4.618000E+11 4.618000E+11 4.618000E+11 1.700E-4 7.000E+15
297 016_297 39.038 5.413000E+11 5.413000E+11 5.413000E+11 5.413000E+11 1.700E-4 7.000E+15
297 017_297 39.038 6.345000E+11 6.345000E+11 6.345000E+11 6.345000E+11 1.700E-4 7.000E+15
297 018_297 39.038 7.437000E+11 7.437000E+11 7.437000E+11 7.437000E+11 1.700E-4 7.000E+15
297 019_297 39.038 8.717000E+11 8.717000E+11 8.717000E+11 8.717000E+11 1.700E-4 7.000E+15
297 020_297 39.038 1.022000E+12 1.022000E+12 1.022000E+12 1.022000E+12 1.700E-4 7.000E+15
297 021_297 39.038 1.198000E+12 1.198000E+12 1.198000E+12 1.198000E+12 1.700E-4 7.000E+15
297 022_297 39.038 1.404000E+12 1.404000E+12 1.404000E+12 1.404000E+12 1.700E-4 7.000E+15
297 023_297 39.038 1.645000E+12 1.645000E+12 1.645000E+12 1.645000E+12 1.700E-4 7.000E+15
297 024_297 39.038 1.928000E+12 1.928000E+12 1.928000E+12 1.928000E+12 1.700E-4 7.000E+15
297 025_297 39.038 2.260000E+12 2.260000E+12 2.260000E+12 2.260000E+12 1.700E-4 7.000E+15
297 026_297 39.038 2.649000E+12 2.649000E+12 2.649000E+12 2.649000E+12 1.700E-4 7.000E+15
297 027_297 39.038 3.105000E+12 3.105000E+12 3.105000E+12 3.105000E+12 1.700E-4 7.000E+15
297 028_297 39.038 3.639000E+12 3.639000E+12 3.639000E+12 3.639000E+12 1.700E-4 7.000E+15
297 029_297 39.038 4.266000E+12 4.266000E+12 4.266000E+12 4.266000E+12 1.700E-4 7.000E+15
297 030_297 39.038 5.000000E+12 5.000000E+12 5.000000E+12 5.000000E+12 1.700E-4 7.000E+15
