fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_335 001_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.905019959E-13 1.000000000E+20 1.196558974E+00 1.503222799E-14 7.589862302E-05 
001_335_SRH 001_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.213583435E-13 1.000000000E+20 1.215978205E+00 1.391451975E-14 1.278977033E-04 
002_335 002_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.462595252E-13 1.000000000E+20 1.202511775E+00 2.151366582E-14 8.823951001E-05 
002_335_SRH 002_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.772849330E-13 1.000000000E+20 1.216167530E+00 2.041097752E-14 1.286183029E-04 
003_335 003_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.271474297E-13 1.000000000E+20 1.206927069E+00 3.102195443E-14 9.914554411E-05 
003_335_SRH 003_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.584239749E-13 1.000000000E+20 1.216442018E+00 2.993214839E-14 1.296727830E-04 
004_335 004_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.438838600E-13 1.000000000E+20 1.210252277E+00 4.495464020E-14 1.085853042E-04 
004_335_SRH 004_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.755257457E-13 1.000000000E+20 1.216837742E+00 4.387725858E-14 1.312135838E-04 
005_335 005_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 6.111055180E-13 1.000000000E+20 1.212867725E+00 6.534740507E-14 1.168910119E-04 
005_335_SRH 005_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.432705710E-13 1.000000000E+20 1.217403699E+00 6.428356127E-14 1.334604922E-04 
006_335 006_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 8.481429706E-13 1.000000000E+20 1.215090435E+00 9.515649109E-14 1.246508576E-04 
006_335_SRH 006_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 7.810451715E-13 1.000000000E+20 1.218204027E+00 9.410887375E-14 1.367273360E-04 
007_335 007_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.179306739E-12 1.000000000E+20 1.217186061E+00 1.386606115E-13 1.326306358E-04 
007_335_SRH 007_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.113227069E-12 1.000000000E+20 1.219318173E+00 1.376335162E-13 1.414582430E-04 
008_335 008_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.633052748E-12 1.000000000E+20 1.219378661E+00 2.020323404E-13 1.417499687E-04 
008_335_SRH 008_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.568342828E-12 1.000000000E+20 1.220836298E+00 2.010316545E-13 1.482707243E-04 
009_335 009_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.239334399E-12 1.000000000E+20 1.221851541E+00 2.941560637E-13 1.531003666E-04 
009_335_SRH 009_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.176404447E-12 1.000000000E+20 1.222847119E+00 2.931889567E-13 1.580049191E-04 
010_335 010_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.025008795E-12 1.000000000E+20 1.224736052E+00 4.278190149E-13 1.679874366E-04 
