fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_336 001_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.649817797E-28 1.000000000E+20 1.018621205E+00 6.385644513E-13 5.316524017E-02 
001_336_SRH 001_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.638210475E-28 1.000000000E+20 1.021379178E+00 5.757823829E-13 6.172159091E-02 
002_336 002_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.741662653E-28 1.000000000E+20 1.019364966E+00 9.057826292E-13 5.541639431E-02 
002_336_SRH 002_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.741763839E-28 1.000000000E+20 1.021326602E+00 8.431290289E-13 6.150299706E-02 
003_336 003_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.284040688E-28 1.000000000E+20 1.019873932E+00 1.295777043E-12 5.691540307E-02 
003_336_SRH 003_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.796534447E-28 1.000000000E+20 1.021250224E+00 1.233258597E-12 6.118447114E-02 
004_336 004_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.483186850E-28 1.000000000E+20 1.020184224E+00 1.863403378E-12 5.776026885E-02 
004_336_SRH 004_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.481165523E-28 1.000000000E+20 1.021139803E+00 1.801042147E-12 6.072189795E-02 
005_336 005_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.056853493E-27 1.000000000E+20 1.020323205E+00 2.686359300E-12 5.801693789E-02 
005_336_SRH 005_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.056585513E-27 1.000000000E+20 1.020981284E+00 2.624197000E-12 6.005345772E-02 
006_336 006_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.496810382E-27 1.000000000E+20 1.020305898E+00 3.872899879E-12 5.770487156E-02 
006_336_SRH 006_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.496720291E-27 1.000000000E+20 1.020756060E+00 3.811003270E-12 5.909450005E-02 
007_336 007_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.113937092E-27 1.000000000E+20 1.020134771E+00 5.570297214E-12 5.679208909E-02 
007_336_SRH 007_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.113106573E-27 1.000000000E+20 1.020440864E+00 5.508764895E-12 5.773320166E-02 
008_336 008_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.994188110E-27 1.000000000E+20 1.019802477E+00 7.972120399E-12 5.519804702E-02 
008_336_SRH 008_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.994027468E-27 1.000000000E+20 1.020009401E+00 7.911090254E-12 5.583015578E-02 
009_336 009_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.226707404E-27 1.000000000E+20 1.019298513E+00 1.132056630E-11 5.280771323E-02 
009_336_SRH 009_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.227507895E-27 1.000000000E+20 1.019437575E+00 1.126022215E-11 5.322806799E-02 
010_336 010_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.986639712E-27 1.000000000E+20 1.018621899E+00 1.589838892E-11 4.950547892E-02 
010_336_SRH 010_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.985998541E-27 1.000000000E+20 1.018714828E+00 1.583896243E-11 4.978152440E-02 
011_336 011_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.478703612E-27 1.000000000E+20 1.017801438E+00 2.200594200E-11 4.523962434E-02 
011_336_SRH 011_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.454929455E-27 1.000000000E+20 1.017863284E+00 2.194770435E-11 4.541805484E-02 
012_336 012_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.197470496E-26 1.000000000E+20 1.016920691E+00 2.992663358E-11 4.011867260E-02 
012_336_SRH 012_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.197303418E-26 1.000000000E+20 1.016961873E+00 2.986987065E-11 4.023184369E-02 
013_336 013_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.690730085E-26 1.000000000E+20 1.016134871E+00 3.990031723E-11 3.450679895E-02 
013_336_SRH 013_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.696092832E-26 1.000000000E+20 1.016162588E+00 3.984528623E-11 3.457717061E-02 
014_336 014_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.432517253E-26 1.000000000E+20 1.015658109E+00 5.213908902E-11 2.903578234E-02 
014_336_SRH 014_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.429676694E-26 1.000000000E+20 1.015677280E+00 5.208596242E-11 2.907888778E-02 
015_336 015_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.823539480E-27 1.000000000E+20 1.015707203E+00 6.691153998E-11 2.442989355E-02 
015_336_SRH 015_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.823480282E-27 1.000000000E+20 1.015721109E+00 6.686035656E-11 2.445628648E-02 
016_336 016_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.297372451E-25 1.000000000E+20 1.016427233E+00 8.468355995E-11 2.118577489E-02 
016_336_SRH 016_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.392061700E-26 1.000000000E+20 1.016437969E+00 8.463420446E-11 2.120232440E-02 
017_336 017_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.851558182E-26 1.000000000E+20 1.017855999E+00 1.062690229E-10 1.935298452E-02 
017_336_SRH 017_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.859107172E-26 1.000000000E+20 1.017864825E+00 1.062212483E-10 1.936387523E-02 
