N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+16 336 1.800E-4 1.206125397E+00 1.226959173E+00
1.468000E+10 1.000E+16 336 1.800E-4 1.212367287E+00 1.227049416E+00
2.154000E+10 1.000E+16 336 1.800E-4 1.216930906E+00 1.227180929E+00
3.162000E+10 1.000E+16 336 1.800E-4 1.220266014E+00 1.227371989E+00
4.642000E+10 1.000E+16 336 1.800E-4 1.222747208E+00 1.227648319E+00
6.813000E+10 1.000E+16 336 1.800E-4 1.224677407E+00 1.228045261E+00
1.000000E+11 1.000E+16 336 1.800E-4 1.226302004E+00 1.228610168E+00
1.468000E+11 1.000E+16 336 1.800E-4 1.227824433E+00 1.229403489E+00
2.154000E+11 1.000E+16 336 1.800E-4 1.229418443E+00 1.230497504E+00
3.162000E+11 1.000E+16 336 1.800E-4 1.231232801E+00 1.231969848E+00
4.642000E+11 1.000E+16 336 1.800E-4 1.233386210E+00 1.233889858E+00
6.813000E+11 1.000E+16 336 1.800E-4 1.235952758E+00 1.236297560E+00
1.000000E+12 1.000E+16 336 1.800E-4 1.238943903E+00 1.239180951E+00
1.468000E+12 1.000E+16 336 1.800E-4 1.242298442E+00 1.242462687E+00
2.154000E+12 1.000E+16 336 1.800E-4 1.245893445E+00 1.246008725E+00
3.162000E+12 1.000E+16 336 1.800E-4 1.249579080E+00 1.249661575E+00
4.642000E+12 1.000E+16 336 1.800E-4 1.253224214E+00 1.253284763E+00
6.813000E+12 1.000E+16 336 1.800E-4 1.256750797E+00 1.256796535E+00
1.000000E+13 1.000E+16 336 1.800E-4 1.260142460E+00 1.260178069E+00
