0.000E+0 0
1.000E-2 1.01457649E-14
2.000E-2 2.47474812E-14
3.000E-2 4.57760116E-14
4.000E-2 7.60724216E-14
5.000E-2 1.19731432E-13
6.000E-2 1.82653756E-13
7.000E-2 2.73341925E-13
8.000E-2 4.04047377E-13
9.000E-2 5.92424796E-13
1.000E-1 8.63919643E-13
1.100E-1 1.25521659E-12
1.200E-1 1.81922463E-12
1.300E-1 2.63228996E-12
1.400E-1 3.80464111E-12
1.500E-1 5.49552582E-12
1.600E-1 7.9351607E-12
1.700E-1 1.14565744E-11
1.800E-1 1.65418193E-11
1.900E-1 2.38890473E-11
2.000E-1 3.45098853E-11
2.100E-1 4.98708043E-11
2.200E-1 7.20983671E-11
2.300E-1 1.04277225E-10
2.400E-1 1.50882766E-10
2.500E-1 2.18409237E-10
2.600E-1 3.16281559E-10
2.700E-1 4.58178752E-10
2.800E-1 6.63954266E-10
2.900E-1 9.62421284E-10
3.000E-1 1.39539015E-9
3.100E-1 2.02351557E-9
3.200E-1 2.93475397E-9
3.300E-1 4.25657408E-9
3.400E-1 6.1735421E-9
3.500E-1 8.95256172E-9
3.600E-1 1.29789431E-8
3.700E-1 1.8807675E-8
3.800E-1 2.72359003E-8
3.900E-1 3.94048946E-8
4.000E-1 5.69434325E-8
4.100E-1 8.21705414E-8
4.200E-1 1.18386273E-7
4.300E-1 1.70295774E-7
4.400E-1 2.446326E-7
4.500E-1 3.51064171E-7
