N_Fe N_B T d n_FeB n_FeB_SRH
5.000000E+10 4.500E+16 333 1.700E-4 1.227507947E+00 1.237637811E+00
5.861000E+10 4.500E+16 333 1.700E-4 1.229627280E+00 1.238302298E+00
6.869000E+10 4.500E+16 333 1.700E-4 1.231637863E+00 1.239056596E+00
8.051000E+10 4.500E+16 333 1.700E-4 1.233572692E+00 1.239908739E+00
9.437000E+10 4.500E+16 333 1.700E-4 1.235461553E+00 1.240866195E+00
1.106000E+11 4.500E+16 333 1.700E-4 1.237330841E+00 1.241935627E+00
1.296000E+11 4.500E+16 333 1.700E-4 1.239203231E+00 1.243122251E+00
1.520000E+11 4.500E+16 333 1.700E-4 1.241097328E+00 1.244429294E+00
1.781000E+11 4.500E+16 333 1.700E-4 1.243027469E+00 1.245857725E+00
2.088000E+11 4.500E+16 333 1.700E-4 1.245003350E+00 1.247405483E+00
2.447000E+11 4.500E+16 333 1.700E-4 1.247030059E+00 1.249067530E+00
2.868000E+11 4.500E+16 333 1.700E-4 1.249107956E+00 1.250835314E+00
3.362000E+11 4.500E+16 333 1.700E-4 1.251233048E+00 1.252697180E+00
3.940000E+11 4.500E+16 333 1.700E-4 1.253397456E+00 1.254638619E+00
4.618000E+11 4.500E+16 333 1.700E-4 1.255590190E+00 1.256642798E+00
5.413000E+11 4.500E+16 333 1.700E-4 1.257798013E+00 1.258691489E+00
6.345000E+11 4.500E+16 333 1.700E-4 1.260006591E+00 1.260765980E+00
7.437000E+11 4.500E+16 333 1.700E-4 1.262201521E+00 1.262848125E+00
8.717000E+11 4.500E+16 333 1.700E-4 1.264369342E+00 1.264921172E+00
1.022000E+12 4.500E+16 333 1.700E-4 1.266498357E+00 1.266970650E+00
1.198000E+12 4.500E+16 333 1.700E-4 1.268579197E+00 1.268984771E+00
1.404000E+12 4.500E+16 333 1.700E-4 1.270605193E+00 1.270954784E+00
1.645000E+12 4.500E+16 333 1.700E-4 1.272572382E+00 1.272874994E+00
1.928000E+12 4.500E+16 333 1.700E-4 1.274479323E+00 1.274742452E+00
2.260000E+12 4.500E+16 333 1.700E-4 1.276326879E+00 1.276556771E+00
2.649000E+12 4.500E+16 333 1.700E-4 1.278117712E+00 1.278319577E+00
3.105000E+12 4.500E+16 333 1.700E-4 1.279855915E+00 1.280034100E+00
3.639000E+12 4.500E+16 333 1.700E-4 1.281546610E+00 1.281704708E+00
4.266000E+12 4.500E+16 333 1.700E-4 1.283195526E+00 1.283336540E+00
5.000000E+12 4.500E+16 333 1.700E-4 1.284808778E+00 1.284935215E+00
