N_Fe N_B T d n_Fe n_Fe_SRH
5.000000E+10 4.500E+16 333 1.700E-4 1.292902756E+00 1.308342172E+00
5.861000E+10 4.500E+16 333 1.700E-4 1.295126298E+00 1.308485833E+00
6.869000E+10 4.500E+16 333 1.700E-4 1.297107836E+00 1.308652088E+00
8.051000E+10 4.500E+16 333 1.700E-4 1.298881432E+00 1.308844105E+00
9.437000E+10 4.500E+16 333 1.700E-4 1.300478223E+00 1.309065358E+00
1.106000E+11 4.500E+16 333 1.700E-4 1.301926762E+00 1.309319644E+00
1.296000E+11 4.500E+16 333 1.700E-4 1.303253218E+00 1.309611008E+00
1.520000E+11 4.500E+16 333 1.700E-4 1.304481534E+00 1.309943714E+00
1.781000E+11 4.500E+16 333 1.700E-4 1.305633616E+00 1.310322212E+00
2.088000E+11 4.500E+16 333 1.700E-4 1.306729431E+00 1.310750994E+00
2.447000E+11 4.500E+16 333 1.700E-4 1.307787108E+00 1.311234483E+00
2.868000E+11 4.500E+16 333 1.700E-4 1.308822931E+00 1.311776874E+00
3.362000E+11 4.500E+16 333 1.700E-4 1.309851323E+00 1.312381958E+00
3.940000E+11 4.500E+16 333 1.700E-4 1.310884869E+00 1.313052996E+00
4.618000E+11 4.500E+16 333 1.700E-4 1.311934226E+00 1.313792446E+00
5.413000E+11 4.500E+16 333 1.700E-4 1.313008163E+00 1.314601907E+00
6.345000E+11 4.500E+16 333 1.700E-4 1.314113459E+00 1.315481920E+00
7.437000E+11 4.500E+16 333 1.700E-4 1.315255085E+00 1.316431960E+00
8.717000E+11 4.500E+16 333 1.700E-4 1.316436180E+00 1.317450419E+00
1.022000E+12 4.500E+16 333 1.700E-4 1.317658264E+00 1.318534666E+00
1.198000E+12 4.500E+16 333 1.700E-4 1.318921475E+00 1.319681216E+00
1.404000E+12 4.500E+16 333 1.700E-4 1.320224799E+00 1.320885931E+00
1.645000E+12 4.500E+16 333 1.700E-4 1.321566391E+00 1.322144217E+00
1.928000E+12 4.500E+16 333 1.700E-4 1.322943836E+00 1.323451317E+00
2.260000E+12 4.500E+16 333 1.700E-4 1.324354483E+00 1.324802530E+00
2.649000E+12 4.500E+16 333 1.700E-4 1.325795698E+00 1.326193460E+00
3.105000E+12 4.500E+16 333 1.700E-4 1.327265037E+00 1.327620168E+00
3.639000E+12 4.500E+16 333 1.700E-4 1.328760482E+00 1.329079369E+00
4.266000E+12 4.500E+16 333 1.700E-4 1.330280537E+00 1.330568464E+00
5.000000E+12 4.500E+16 333 1.700E-4 1.331824278E+00 1.332085630E+00
