fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_340 001_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.057087693E-28 1.000000000E+20 1.008752505E+00 7.394304709E-13 1.315448390E-02 
001_340_SRH 001_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.056643580E-28 1.000000000E+20 1.010282790E+00 6.298765146E-13 1.591124403E-02 
002_340 002_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.294371032E-28 1.000000000E+20 1.009176822E+00 1.032197751E-12 1.387417498E-02 
002_340_SRH 002_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.309967395E-28 1.000000000E+20 1.010276789E+00 9.227583504E-13 1.585529390E-02 
003_340 003_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.104184488E-28 1.000000000E+20 1.009489311E+00 1.459909343E-12 1.437379558E-02 
003_340_SRH 003_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.124166135E-28 1.000000000E+20 1.010268163E+00 1.350625165E-12 1.577383752E-02 
004_340 004_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.614638070E-28 1.000000000E+20 1.009710393E+00 2.083401756E-12 1.467914232E-02 
004_340_SRH 004_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.624674782E-28 1.000000000E+20 1.010255885E+00 1.974334269E-12 1.565569406E-02 
005_340 005_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.222911731E-27 1.000000000E+20 1.009859518E+00 2.989433065E-12 1.481120703E-02 
005_340_SRH 005_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.220378884E-27 1.000000000E+20 1.010238676E+00 2.880672787E-12 1.548528880E-02 
006_340 006_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.721624005E-27 1.000000000E+20 1.009952874E+00 4.300091401E-12 1.478031359E-02 
006_340_SRH 006_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.717929413E-27 1.000000000E+20 1.010215111E+00 4.191768711E-12 1.524148453E-02 
007_340 007_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.445031425E-27 1.000000000E+20 1.010003155E+00 6.183890143E-12 1.458389371E-02 
007_340_SRH 007_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.448832915E-27 1.000000000E+20 1.010184019E+00 6.076188871E-12 1.489675791E-02 
008_340 008_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.447282841E-27 1.000000000E+20 1.010020806E+00 8.867005734E-12 1.420726115E-02 
008_340_SRH 008_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.432779587E-27 1.000000000E+20 1.010145447E+00 8.760178581E-12 1.441761474E-02 
009_340 009_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.899830697E-27 1.000000000E+20 1.010016691E+00 1.264105819E-11 1.362803750E-02 
009_340_SRH 009_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.904061221E-27 1.000000000E+20 1.010102704E+00 1.253544122E-11 1.376797578E-02 
010_340 010_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.867284521E-27 1.000000000E+20 1.010006506E+00 1.786121784E-11 1.282631107E-02 
010_340_SRH 010_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.874716790E-27 1.000000000E+20 1.010066113E+00 1.775723784E-11 1.291816962E-02 
011_340 011_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.769596340E-27 1.000000000E+20 1.010017225E+00 2.492708940E-11 1.180291612E-02 
011_340_SRH 011_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.791645645E-27 1.000000000E+20 1.010058880E+00 2.482525373E-11 1.186218953E-02 
012_340 012_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.394907052E-26 1.000000000E+20 1.010095020E+00 3.424330990E-11 1.060737190E-02 
012_340_SRH 012_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.389067083E-26 1.000000000E+20 1.010124559E+00 3.414416698E-11 1.064481324E-02 
013_340 013_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.956396904E-26 1.000000000E+20 1.010311317E+00 4.617235110E-11 9.365470718E-03 
013_340_SRH 013_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.953832532E-26 1.000000000E+20 1.010332763E+00 4.607641338E-11 9.388573650E-03 
014_340 014_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.785304237E-26 1.000000000E+20 1.010761544E+00 6.101652551E-11 8.285756104E-03 
014_340_SRH 014_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.783011916E-26 1.000000000E+20 1.010777661E+00 6.092416450E-11 8.299771897E-03 
015_340 015_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.275298511E-26 1.000000000E+20 1.011551914E+00 7.907877765E-11 7.609173043E-03 
015_340_SRH 015_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.285853800E-26 1.000000000E+20 1.011564579E+00 7.899012304E-11 7.617783372E-03 
016_340 016_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.036993764E-25 1.000000000E+20 1.012777655E+00 1.008235273E-10 7.496354093E-03 
016_340_SRH 016_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.783275594E-26 1.000000000E+20 1.012788118E+00 1.007384159E-10 7.502035383E-03 
017_340 017_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.966528990E-11 1.000000000E+20 1.030750254E+00 6.796335387E-11 7.860110598E-03 
017_340_SRH 017_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.964049755E-11 1.000000000E+20 1.030779939E+00 6.790680235E-11 7.864045916E-03 
018_340 018_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.636576690E-11 1.000000000E+20 1.044339868E+00 7.425685517E-11 8.560473152E-03 
018_340_SRH 018_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.632835939E-11 1.000000000E+20 1.044371091E+00 7.421583249E-11 8.563280592E-03 
019_340 019_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.084207675E-10 1.000000000E+20 1.054137293E+00 9.356399649E-11 9.568533145E-03 
019_340_SRH 019_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.083823195E-10 1.000000000E+20 1.054167215E+00 9.352632110E-11 9.570592064E-03 
