fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_300 001_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 7.741319753E-16 1.000000000E+20 1.261683141E+00 2.103717744E-16 3.857401709E-04 
001_300_SRH 001_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 6.284953565E-17 1.000000000E+20 1.314347400E+00 2.073638206E-16 3.309585300E-03 
002_300 002_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 8.002437541E-16 1.000000000E+20 1.270087361E+00 3.046715463E-16 5.513367088E-04 
002_300_SRH 002_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 9.184331836E-17 1.000000000E+20 1.314456283E+00 3.043977675E-16 3.319091044E-03 
003_300 003_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 8.382950115E-16 1.000000000E+20 1.277081984E+00 4.436009632E-16 7.645258743E-04 
003_300_SRH 003_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.339411310E-16 1.000000000E+20 1.314615083E+00 4.468576378E-16 3.332973745E-03 
004_300 004_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 8.935433727E-16 1.000000000E+20 1.283197087E+00 6.483456498E-16 1.026981010E-03 
004_300_SRH 004_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.947655082E-16 1.000000000E+20 1.314846153E+00 6.560319540E-16 3.353202404E-03 
005_300 005_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 9.732373103E-16 1.000000000E+20 1.288781210E+00 9.501834460E-16 1.334141677E-03 
005_300_SRH 005_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.820295239E-16 1.000000000E+20 1.315181180E+00 9.632114240E-16 3.382578954E-03 
006_300 006_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.087036644E-15 1.000000000E+20 1.294013747E+00 1.395229440E-15 1.675051761E-03 
006_300_SRH 006_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.059824309E-16 1.000000000E+20 1.315664323E+00 1.414416275E-15 3.425035145E-03 
007_300 007_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.247202212E-15 1.000000000E+20 1.298957141E+00 2.051393636E-15 2.035237829E-03 
007_300_SRH 007_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 5.796157892E-16 1.000000000E+20 1.316355720E+00 2.077387145E-15 3.485971958E-03 
008_300 008_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.468235515E-15 1.000000000E+20 1.303632835E+00 3.018657067E-15 2.401985556E-03 
008_300_SRH 008_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 8.182724538E-16 1.000000000E+20 1.317334476E+00 3.051950353E-15 3.572583058E-03 
009_300 009_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.765565801E-15 1.000000000E+20 1.308090980E+00 4.444375584E-15 2.769506922E-03 
009_300_SRH 009_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.138202349E-15 1.000000000E+20 1.318699489E+00 4.485432301E-15 3.694020892E-03 
010_300 010_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.153049216E-15 1.000000000E+20 1.312445752E+00 6.546188617E-15 3.141333263E-03 
010_300_SRH 010_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.553795014E-15 1.000000000E+20 1.320565418E+00 6.595647351E-15 3.861161343E-03 
011_300 011_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.639742773E-15 1.000000000E+20 1.316867393E+00 9.646343418E-15 3.528932821E-03 
011_300_SRH 011_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.073991237E-15 1.000000000E+20 1.323050531E+00 9.705238401E-15 4.085637661E-03 
012_300 012_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 3.227591590E-15 1.000000000E+20 1.321542022E+00 1.422300355E-14 3.947415428E-03 
012_300_SRH 012_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.699670384E-15 1.000000000E+20 1.326254774E+00 1.429294634E-14 4.377897702E-03 
013_300 013_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 3.912324849E-15 1.000000000E+20 1.326619751E+00 2.098659469E-14 4.410099444E-03 
013_300_SRH 013_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 3.424542982E-15 1.000000000E+20 1.330231202E+00 2.106988816E-14 4.744464666E-03 
014_300 014_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.688420767E-15 1.000000000E+20 1.332172747E+00 3.099278417E-14 4.923903926E-03 
014_300_SRH 014_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.240543316E-15 1.000000000E+20 1.334961772E+00 3.109246856E-14 5.185354508E-03 
015_300 015_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 5.555577498E-15 1.000000000E+20 1.338181300E+00 4.580906178E-14 5.487345874E-03 
015_300_SRH 015_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 5.145007269E-15 1.000000000E+20 1.340352510E+00 4.592891207E-14 5.693174342E-03 
016_300 016_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 6.521927194E-15 1.000000000E+20 1.344554265E+00 6.776047578E-14 6.091961126E-03 
016_300_SRH 016_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 6.144494983E-15 1.000000000E+20 1.346256036E+00 6.790498549E-14 6.254895419E-03 
017_300 017_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 7.601227931E-15 1.000000000E+20 1.351171049E+00 1.002934091E-13 6.726088931E-03 
017_300_SRH 017_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 7.252195367E-15 1.000000000E+20 1.352511393E+00 1.004677885E-13 6.855540537E-03 
018_300 018_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 8.805670341E-15 1.000000000E+20 1.357919350E+00 1.485153711E-13 7.378541943E-03 
018_300_SRH 018_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 8.480546445E-15 1.000000000E+20 1.358978028E+00 1.487255668E-13 7.481575022E-03 
019_300 019_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.013800077E-14 1.000000000E+20 1.364711055E+00 2.199953041E-13 8.040292669E-03 
019_300_SRH 019_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 9.832985146E-15 1.000000000E+20 1.365548053E+00 2.202480124E-13 8.122305803E-03 
