N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+15 310 2.100E-4 1.201484843E+00 1.206582691E+00
1.468000E+10 3.162E+15 310 2.100E-4 1.203043301E+00 1.206617164E+00
2.154000E+10 3.162E+15 310 2.100E-4 1.204178817E+00 1.206667539E+00
3.162000E+10 3.162E+15 310 2.100E-4 1.205016808E+00 1.206741020E+00
4.642000E+10 3.162E+15 310 2.100E-4 1.205657604E+00 1.206847918E+00
6.813000E+10 3.162E+15 310 2.100E-4 1.206182776E+00 1.207002821E+00
1.000000E+11 3.162E+15 310 2.100E-4 1.206661409E+00 1.207226024E+00
1.468000E+11 3.162E+15 310 2.100E-4 1.207155972E+00 1.207545064E+00
2.154000E+11 3.162E+15 310 2.100E-4 1.207727238E+00 1.207996076E+00
3.162000E+11 3.162E+15 310 2.100E-4 1.208437506E+00 1.208624160E+00
4.642000E+11 3.162E+15 310 2.100E-4 1.209351248E+00 1.209481859E+00
6.813000E+11 3.162E+15 310 2.100E-4 1.210532086E+00 1.210624568E+00
1.000000E+12 3.162E+15 310 2.100E-4 1.212036141E+00 1.212102772E+00
1.468000E+12 3.162E+15 310 2.100E-4 1.213903363E+00 1.213952495E+00
2.154000E+12 3.162E+15 310 2.100E-4 1.216150273E+00 1.216187586E+00
3.162000E+12 3.162E+15 310 2.100E-4 1.218768277E+00 1.218797564E+00
4.642000E+12 3.162E+15 310 2.100E-4 1.221729235E+00 1.221752996E+00
6.813000E+12 3.162E+15 310 2.100E-4 1.224996853E+00 1.225016688E+00
1.000000E+13 3.162E+15 310 2.100E-4 1.228539387E+00 1.228556297E+00
