N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.778E+15 325 2.300E-4 1.010806735E+00 1.011897777E+00
1.468000E+10 1.778E+15 325 2.300E-4 1.011108286E+00 1.011876029E+00
2.154000E+10 1.778E+15 325 2.300E-4 1.011309951E+00 1.011845055E+00
3.162000E+10 1.778E+15 325 2.300E-4 1.011431104E+00 1.011801572E+00
4.642000E+10 1.778E+15 325 2.300E-4 1.011486504E+00 1.011741853E+00
6.813000E+10 1.778E+15 325 2.300E-4 1.011486985E+00 1.011662542E+00
1.000000E+11 1.778E+15 325 2.300E-4 1.011442039E+00 1.011562664E+00
1.468000E+11 1.778E+15 325 2.300E-4 1.011364588E+00 1.011447623E+00
2.154000E+11 1.778E+15 325 2.300E-4 1.011278444E+00 1.011335923E+00
3.162000E+11 1.778E+15 325 2.300E-4 1.011227914E+00 1.011268163E+00
4.642000E+11 1.778E+15 325 2.300E-4 1.011286220E+00 1.011314987E+00
6.813000E+11 1.778E+15 325 2.300E-4 1.011555822E+00 1.011577056E+00
1.000000E+12 1.778E+15 325 2.300E-4 1.012153971E+00 1.012170349E+00
1.468000E+12 1.778E+15 325 2.300E-4 1.047959999E+00 1.047945468E+00
2.154000E+12 1.778E+15 325 2.300E-4 1.078332767E+00 1.078330795E+00
3.162000E+12 1.778E+15 325 2.300E-4 1.101473337E+00 1.101477434E+00
4.642000E+12 1.778E+15 325 2.300E-4 1.119431003E+00 1.119437454E+00
6.813000E+12 1.778E+15 325 2.300E-4 1.133940644E+00 1.133947661E+00
1.000000E+13 1.778E+15 325 2.300E-4 1.146010156E+00 1.146016958E+00
