N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.778E+15 325 2.300E-4 1.136676195E+00 1.139372458E+00
1.468000E+10 1.778E+15 325 2.300E-4 1.137825091E+00 1.139675259E+00
2.154000E+10 1.778E+15 325 2.300E-4 1.138846563E+00 1.140115462E+00
3.162000E+10 1.778E+15 325 2.300E-4 1.139881867E+00 1.140752643E+00
4.642000E+10 1.778E+15 325 2.300E-4 1.141070381E+00 1.141669013E+00
6.813000E+10 1.778E+15 325 2.300E-4 1.142561793E+00 1.142974631E+00
1.000000E+11 1.778E+15 325 2.300E-4 1.144523900E+00 1.144810077E+00
1.468000E+11 1.778E+15 325 2.300E-4 1.147141356E+00 1.147341250E+00
2.154000E+11 1.778E+15 325 2.300E-4 1.150597533E+00 1.150738746E+00
3.162000E+11 1.778E+15 325 2.300E-4 1.155030246E+00 1.155131589E+00
4.642000E+11 1.778E+15 325 2.300E-4 1.160458638E+00 1.160532920E+00
6.813000E+11 1.778E+15 325 2.300E-4 1.166702246E+00 1.166758045E+00
1.000000E+12 1.778E+15 325 2.300E-4 1.173350282E+00 1.173393315E+00
1.468000E+12 1.778E+15 325 2.300E-4 1.179851949E+00 1.179885903E+00
2.154000E+12 1.778E+15 325 2.300E-4 1.185725742E+00 1.185753005E+00
3.162000E+12 1.778E+15 325 2.300E-4 1.190741265E+00 1.190763400E+00
4.642000E+12 1.778E+15 325 2.300E-4 1.194944440E+00 1.194962576E+00
6.813000E+12 1.778E+15 325 2.300E-4 1.198521216E+00 1.198536237E+00
1.000000E+13 1.778E+15 325 2.300E-4 1.201663509E+00 1.201676092E+00
