N_Fe N_B T d n_FeB n_FeB_SRH
1.100000E+11 2.500E+15 312 2.200E-4 1.205034620E+00 1.205479725E+00
1.302000E+11 2.500E+15 312 2.200E-4 1.205253063E+00 1.205630768E+00
1.540000E+11 2.500E+15 312 2.200E-4 1.205485635E+00 1.205806271E+00
1.822000E+11 2.500E+15 312 2.200E-4 1.205737302E+00 1.206009620E+00
2.156000E+11 2.500E+15 312 2.200E-4 1.206013020E+00 1.206244445E+00
2.551000E+11 2.500E+15 312 2.200E-4 1.206317794E+00 1.206514642E+00
3.018000E+11 2.500E+15 312 2.200E-4 1.206656651E+00 1.206824252E+00
3.571000E+11 2.500E+15 312 2.200E-4 1.207034555E+00 1.207177428E+00
4.226000E+11 2.500E+15 312 2.200E-4 1.207456323E+00 1.207578305E+00
5.000000E+11 2.500E+15 312 2.200E-4 1.207926571E+00 1.208030904E+00
