N_Fe N_B T d n_Fe n_Fe_SRH
1.100000E+11 2.500E+15 312 2.200E-4 1.172768317E+00 1.172966210E+00
1.302000E+11 2.500E+15 312 2.200E-4 1.174668937E+00 1.174837250E+00
1.540000E+11 2.500E+15 312 2.200E-4 1.176780999E+00 1.176924408E+00
1.822000E+11 2.500E+15 312 2.200E-4 1.179108583E+00 1.179231043E+00
2.156000E+11 2.500E+15 312 2.200E-4 1.181648802E+00 1.181753643E+00
2.551000E+11 2.500E+15 312 2.200E-4 1.184390356E+00 1.184480389E+00
3.018000E+11 2.500E+15 312 2.200E-4 1.187312526E+00 1.187390128E+00
3.571000E+11 2.500E+15 312 2.200E-4 1.190384893E+00 1.190452063E+00
4.226000E+11 2.500E+15 312 2.200E-4 1.193568072E+00 1.193626463E+00
5.000000E+11 2.500E+15 312 2.200E-4 1.196815577E+00 1.196866578E+00
