N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 5.623E+15 300 1.900E-4 1.230125572E+00 1.236277262E+00
1.468000E+10 5.623E+15 300 1.900E-4 1.231924336E+00 1.236332045E+00
2.154000E+10 5.623E+15 300 1.900E-4 1.233287634E+00 1.236411915E+00
3.162000E+10 5.623E+15 300 1.900E-4 1.234332282E+00 1.236528039E+00
4.642000E+10 5.623E+15 300 1.900E-4 1.235162148E+00 1.236696196E+00
6.813000E+10 5.623E+15 300 1.900E-4 1.235870048E+00 1.236938272E+00
1.000000E+11 5.623E+15 300 1.900E-4 1.236540522E+00 1.237283935E+00
1.468000E+11 5.623E+15 300 1.900E-4 1.237253455E+00 1.237771985E+00
2.154000E+11 5.623E+15 300 1.900E-4 1.238087237E+00 1.238450917E+00
3.162000E+11 5.623E+15 300 1.900E-4 1.239120160E+00 1.239377654E+00
4.642000E+11 5.623E+15 300 1.900E-4 1.240428980E+00 1.240613899E+00
6.813000E+11 5.623E+15 300 1.900E-4 1.242084737E+00 1.242220161E+00
1.000000E+12 5.623E+15 300 1.900E-4 1.244146760E+00 1.244248450E+00
1.468000E+12 5.623E+15 300 1.900E-4 1.246656159E+00 1.246734784E+00
2.154000E+12 5.623E+15 300 1.900E-4 1.249629512E+00 1.249692182E+00
3.162000E+12 5.623E+15 300 1.900E-4 1.253054858E+00 1.253106225E+00
4.642000E+12 5.623E+15 300 1.900E-4 1.256894383E+00 1.256937429E+00
6.813000E+12 5.623E+15 300 1.900E-4 1.261096120E+00 1.261132727E+00
1.000000E+13 5.623E+15 300 1.900E-4 1.265609040E+00 1.265640409E+00
