N_Fe N_B T d n_Fe n_Fe_SRH
5.000000E+10 4.500E+16 297 2.000E-4 1.272685150E+00 1.285316776E+00
5.861000E+10 4.500E+16 297 2.000E-4 1.274156191E+00 1.285497727E+00
6.869000E+10 4.500E+16 297 2.000E-4 1.275557882E+00 1.285707883E+00
8.051000E+10 4.500E+16 297 2.000E-4 1.276895176E+00 1.285951605E+00
9.437000E+10 4.500E+16 297 2.000E-4 1.278174624E+00 1.286233770E+00
1.106000E+11 4.500E+16 297 2.000E-4 1.279404461E+00 1.286559813E+00
1.296000E+11 4.500E+16 297 2.000E-4 1.280594539E+00 1.286935720E+00
1.520000E+11 4.500E+16 297 2.000E-4 1.281756155E+00 1.287368034E+00
1.781000E+11 4.500E+16 297 2.000E-4 1.282901820E+00 1.287863804E+00
2.088000E+11 4.500E+16 297 2.000E-4 1.284044961E+00 1.288430517E+00
2.447000E+11 4.500E+16 297 2.000E-4 1.285199590E+00 1.289076006E+00
2.868000E+11 4.500E+16 297 2.000E-4 1.286379963E+00 1.289808275E+00
3.362000E+11 4.500E+16 297 2.000E-4 1.287600215E+00 1.290635316E+00
3.940000E+11 4.500E+16 297 2.000E-4 1.288873980E+00 1.291564854E+00
4.618000E+11 4.500E+16 297 2.000E-4 1.290214007E+00 1.292604056E+00
5.413000E+11 4.500E+16 297 2.000E-4 1.291631777E+00 1.293759205E+00
6.345000E+11 4.500E+16 297 2.000E-4 1.293137120E+00 1.295035366E+00
7.437000E+11 4.500E+16 297 2.000E-4 1.294737882E+00 1.296436054E+00
8.717000E+11 4.500E+16 297 2.000E-4 1.296439634E+00 1.297962957E+00
1.022000E+12 4.500E+16 297 2.000E-4 1.298245471E+00 1.299615720E+00
1.198000E+12 4.500E+16 297 2.000E-4 1.300155944E+00 1.301391846E+00
1.404000E+12 4.500E+16 297 2.000E-4 1.302169102E+00 1.303286733E+00
1.645000E+12 4.500E+16 297 2.000E-4 1.304280713E+00 1.305293845E+00
1.928000E+12 4.500E+16 297 2.000E-4 1.306484605E+00 1.307405036E+00
2.260000E+12 4.500E+16 297 2.000E-4 1.308773114E+00 1.309610965E+00
2.649000E+12 4.500E+16 297 2.000E-4 1.311137620E+00 1.311901582E+00
3.105000E+12 4.500E+16 297 2.000E-4 1.313569069E+00 1.314266641E+00
3.639000E+12 4.500E+16 297 2.000E-4 1.316058457E+00 1.316696134E+00
4.266000E+12 4.500E+16 297 2.000E-4 1.318597205E+00 1.319180646E+00
5.000000E+12 4.500E+16 297 2.000E-4 1.321177425E+00 1.321711586E+00
