T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
310 001_310 37.401 4.784410E-1 6.529441E-1 7.920910E+1 2.474450E+1 4.041110E-1 6.123202E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 1.800E-4 5.623E+16
310 002_310 37.401 4.780220E-1 6.480757E-1 7.919750E+1 2.453490E+1 4.037210E-1 6.077207E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 1.800E-4 5.623E+16
310 003_310 37.401 4.774300E-1 6.411922E-1 7.918060E+1 2.423910E+1 4.031740E-1 6.012073E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 1.800E-4 5.623E+16
310 004_310 37.401 4.766060E-1 6.316132E-1 7.915610E+1 2.382840E+1 4.024120E-1 5.921401E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 1.800E-4 5.623E+16
310 005_310 37.401 4.754840E-1 6.185698E-1 7.912110E+1 2.327110E+1 4.013570E-1 5.798099E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 1.800E-4 5.623E+16
310 006_310 37.401 4.739940E-1 6.013133E-1 7.907190E+1 2.253700E+1 3.999320E-1 5.635209E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 1.800E-4 5.623E+16
310 007_310 37.401 4.720760E-1 5.793038E-1 7.900470E+1 2.160580E+1 3.981150E-1 5.427035E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 1.800E-4 5.623E+16
310 008_310 37.401 4.696710E-1 5.524406E-1 7.891990E+1 2.047700E+1 3.958110E-1 5.173435E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 1.800E-4 5.623E+16
310 009_310 37.401 4.666670E-1 5.212252E-1 7.883340E+1 1.917530E+1 3.930570E-1 4.878515E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 1.800E-4 5.623E+16
310 010_310 37.401 4.632450E-1 4.867153E-1 7.871760E+1 1.774830E+1 3.898140E-1 4.553023E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 1.800E-4 5.623E+16
310 011_310 37.401 4.594000E-1 4.502338E-1 7.857930E+1 1.625310E+1 3.861620E-1 4.208888E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 1.800E-4 5.623E+16
310 012_310 37.401 4.550240E-1 4.129881E-1 7.844090E+1 1.474050E+1 3.821000E-1 3.857777E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 1.800E-4 5.623E+16
310 013_310 37.401 4.503420E-1 3.758443E-1 7.826310E+1 1.324670E+1 3.776460E-1 3.507694E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 1.800E-4 5.623E+16
310 014_310 37.401 4.450780E-1 3.393597E-1 7.808960E+1 1.179480E+1 3.727640E-1 3.164146E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 1.800E-4 5.623E+16
310 015_310 37.401 4.394820E-1 3.039546E-1 7.787250E+1 1.040240E+1 3.674710E-1 2.830814E-1 1.000000E+0 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 1.800E-4 5.623E+16
310 016_310 37.401 4.333150E-1 2.700380E-1 7.765100E+1 9.086100E+0 3.617290E-1 2.511846E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 1.800E-4 5.623E+16
310 017_310 37.401 4.267300E-1 2.380173E-1 7.739860E+1 7.861300E+0 3.555570E-1 2.210985E-1 1.000000E+0 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 1.800E-4 5.623E+16
310 018_310 37.401 4.197840E-1 2.082455E-1 7.710710E+1 6.740500E+0 3.489940E-1 1.931423E-1 1.000000E+0 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 1.800E-4 5.623E+16
310 019_310 37.401 4.123280E-1 1.809738E-1 7.680770E+1 5.731400E+0 3.420610E-1 1.675561E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 1.800E-4 5.623E+16
310 020_310 37.401 4.045160E-1 1.563357E-1 7.647710E+1 4.836400E+0 3.347750E-1 1.444679E-1 1.000000E+0 1.468000E+13 1.468000E+13 1.468000E+13 1.468000E+13 1.800E-4 5.623E+16
310 021_310 37.401 3.963920E-1 1.343543E-1 7.611140E+1 4.053500E+0 3.271970E-1 1.238845E-1 1.000000E+0 2.154000E+13 2.154000E+13 2.154000E+13 2.154000E+13 1.800E-4 5.623E+16
310 022_310 37.401 3.879860E-1 1.149617E-1 7.570900E+1 3.376900E+0 3.193070E-1 1.057568E-1 1.000000E+0 3.162000E+13 3.162000E+13 3.162000E+13 3.162000E+13 1.800E-4 5.623E+16
310 023_310 37.401 3.793210E-1 9.802114E-2 7.526800E+1 2.798600E+0 3.111820E-1 8.993380E-2 1.000000E+0 4.642000E+13 4.642000E+13 4.642000E+13 4.642000E+13 1.800E-4 5.623E+16
310 024_310 37.401 3.703950E-1 8.334975E-2 7.479060E+1 2.309000E+0 3.028420E-1 7.624310E-2 1.000000E+0 6.813000E+13 6.813000E+13 6.813000E+13 6.813000E+13 1.800E-4 5.623E+16
310 025_310 37.401 3.612200E-1 7.073822E-2 7.427400E+1 1.897800E+0 2.942680E-1 6.449404E-2 1.000000E+0 1.000000E+14 1.000000E+14 1.000000E+14 1.000000E+14 1.800E-4 5.623E+16
