fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_335 001_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.848455546E-13 1.000000000E+20 1.198126381E+00 1.493007533E-14 4.930442358E-04 
001_335_SRH 001_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.164308365E-13 1.000000000E+20 1.217678528E+00 1.383079749E-14 8.396190674E-04 
002_335 002_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.384132958E-13 1.000000000E+20 1.204096817E+00 2.137445244E-14 5.743447506E-04 
002_335_SRH 002_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.701506985E-13 1.000000000E+20 1.217847965E+00 2.028970352E-14 8.439372885E-04 
003_335 003_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.161954383E-13 1.000000000E+20 1.208511136E+00 3.082999420E-14 6.462135642E-04 
003_335_SRH 003_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.481595533E-13 1.000000000E+20 1.218093841E+00 2.975754028E-14 8.502564655E-04 
004_335 004_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.285969348E-13 1.000000000E+20 1.211815731E+00 4.468884480E-14 7.081977162E-04 
004_335_SRH 004_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.608916929E-13 1.000000000E+20 1.218448828E+00 4.362805501E-14 8.594944801E-04 
005_335 005_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.899089443E-13 1.000000000E+20 1.214388411E+00 6.498060942E-14 7.622497651E-04 
005_335_SRH 005_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.226784712E-13 1.000000000E+20 1.218957538E+00 6.393233691E-14 8.729709409E-04 
006_335 006_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 8.191654156E-13 1.000000000E+20 1.216542477E+00 9.465603262E-14 8.120117814E-04 
006_335_SRH 006_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 7.526062232E-13 1.000000000E+20 1.219679001E+00 9.362262772E-14 8.925811712E-04 
007_335 007_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.140600696E-12 1.000000000E+20 1.218539501E+00 1.379916533E-13 8.622773390E-04 
007_335_SRH 007_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.074972991E-12 1.000000000E+20 1.220687298E+00 1.369769942E-13 9.210064556E-04 
008_335 008_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.583099292E-12 1.000000000E+20 1.220600214E+00 2.011657126E-13 9.187894451E-04 
008_335_SRH 008_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.518732718E-12 1.000000000E+20 1.222068540E+00 2.001752291E-13 9.619939734E-04 
009_335 009_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.177892805E-12 1.000000000E+20 1.222908053E+00 2.930816461E-13 9.883511587E-04 
009_335_SRH 009_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.115178781E-12 1.000000000E+20 1.223910904E+00 2.921221034E-13 1.020668397E-03 
010_335 010_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.954153308E-12 1.000000000E+20 1.225600632E+00 4.265621737E-13 1.079086435E-03 
010_335_SRH 010_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.893514650E-12 1.000000000E+20 1.226285394E+00 4.256411475E-13 1.103845197E-03 
011_335 011_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.933550883E-12 1.000000000E+20 1.228751127E+00 6.201188937E-13 1.200688430E-03 
011_335_SRH 011_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.875383593E-12 1.000000000E+20 1.229219197E+00 6.192437359E-13 1.220238849E-03 
012_335 012_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.127072289E-12 1.000000000E+20 1.232348938E+00 9.006254597E-13 1.364412694E-03 
012_335_SRH 012_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.071666886E-12 1.000000000E+20 1.232669839E+00 8.998019202E-13 1.380397904E-03 
013_335 013_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 6.538447920E-12 1.000000000E+20 1.236294413E+00 1.307371776E-12 1.582585082E-03 
013_335_SRH 013_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 6.485916104E-12 1.000000000E+20 1.236515828E+00 1.306602936E-12 1.596135430E-03 
014_335 014_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 8.175616608E-12 1.000000000E+20 1.240422130E+00 1.898130035E-12 1.867503203E-03 
014_335_SRH 014_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 8.125857037E-12 1.000000000E+20 1.240576603E+00 1.897415635E-12 1.879388074E-03 
015_335 015_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.006534142E-11 1.000000000E+20 1.244550278E+00 2.758049553E-12 2.230093895E-03 
015_335_SRH 015_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.001806410E-11 1.000000000E+20 1.244659913E+00 2.757386824E-12 2.240821177E-03 
016_335 016_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.226235186E-11 1.000000000E+20 1.248535045E+00 4.012554094E-12 2.679168587E-03 
016_335_SRH 016_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.221715031E-11 1.000000000E+20 1.248614617E+00 4.011939134E-12 2.689056887E-03 
017_335 017_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.484821097E-11 1.000000000E+20 1.252303309E+00 5.846085688E-12 3.222055649E-03 
017_335_SRH 017_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.480465057E-11 1.000000000E+20 1.252362634E+00 5.845515681E-12 3.231294447E-03 
018_335 018_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.792326845E-11 1.000000000E+20 1.255852814E+00 8.529589873E-12 3.866318858E-03 
018_335_SRH 018_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.788095860E-11 1.000000000E+20 1.255898301E+00 8.529064897E-12 3.875011605E-03 
019_335 019_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.159950811E-11 1.000000000E+20 1.259229388E+00 1.246107711E-11 4.621195856E-03 
019_335_SRH 019_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.155814243E-11 1.000000000E+20 1.259265228E+00 1.246060152E-11 4.629393358E-03 
