N_Fe N_B T d n_Fe n_Fe_SRH
1.300000E+10 3.162E+16 320 1.800E-4 1.262438756E+00 1.289059360E+00
2.471000E+10 3.162E+16 320 1.800E-4 1.273531436E+00 1.289223928E+00
4.696000E+10 3.162E+16 320 1.800E-4 1.280475639E+00 1.289530379E+00
8.927000E+10 3.162E+16 320 1.800E-4 1.284982903E+00 1.290091378E+00
1.697000E+11 3.162E+16 320 1.800E-4 1.288252697E+00 1.291088108E+00
3.225000E+11 3.162E+16 320 1.800E-4 1.291205050E+00 1.292774987E+00
6.130000E+11 3.162E+16 320 1.800E-4 1.294547901E+00 1.295434094E+00
1.165000E+12 3.162E+16 320 1.800E-4 1.298742484E+00 1.299267684E+00
2.214000E+12 3.162E+16 320 1.800E-4 1.303963823E+00 1.304299582E+00
4.209000E+12 3.162E+16 320 1.800E-4 1.310152815E+00 1.310385443E+00
8.000000E+12 3.162E+16 320 1.800E-4 1.317162822E+00 1.317333653E+00
