N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 4.500E+15 290 2.100E-4 1.196019561E+00 1.201280498E+00
2.154000E+10 4.500E+15 290 2.100E-4 1.198705394E+00 1.201413387E+00
3.162000E+10 4.500E+15 290 2.100E-4 1.199616640E+00 1.201528423E+00
1.468000E+11 4.500E+15 290 2.100E-4 1.202326121E+00 1.202789320E+00
2.154000E+11 4.500E+15 290 2.100E-4 1.203169641E+00 1.203498481E+00
4.642000E+11 4.500E+15 290 2.100E-4 1.205670087E+00 1.205843343E+00
1.000000E+12 4.500E+15 290 2.100E-4 1.209903325E+00 1.210003353E+00
2.154000E+12 4.500E+15 290 2.100E-4 1.216436955E+00 1.216501499E+00
3.162000E+12 4.500E+15 290 2.100E-4 1.220580603E+00 1.220634449E+00
4.642000E+12 4.500E+15 290 2.100E-4 1.225221448E+00 1.225266901E+00
6.813000E+12 4.500E+15 290 2.100E-4 1.230276316E+00 1.230314988E+00
1.000000E+13 4.500E+15 290 2.100E-4 1.235665814E+00 1.235698795E+00
