fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_295 001_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 4.234735093E-16 1.000000000E+20 1.236359753E+00 2.864738227E-16 6.807905996E-03 
001_295_SRH 001_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 2.308018028E-16 1.000000000E+20 1.246533957E+00 2.850027098E-16 1.135669953E-02 
002_295 002_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 9.088809964E-16 1.000000000E+20 1.242779814E+00 9.020054640E-16 9.501160278E-03 
002_295_SRH 002_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 7.180760660E-16 1.000000000E+20 1.246821554E+00 9.012533712E-16 1.150562150E-02 
003_295 003_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 2.347771773E-15 1.000000000E+20 1.246245707E+00 2.850236081E-15 1.120689729E-02 
003_295_SRH 003_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 2.161477383E-15 1.000000000E+20 1.247697888E+00 2.850056647E-15 1.196545806E-02 
004_295 004_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 6.130874299E-15 1.000000000E+20 1.249664885E+00 9.014571572E-15 1.302670002E-02 
004_295_SRH 004_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 5.955644847E-15 1.000000000E+20 1.250193617E+00 9.015266453E-15 1.331887529E-02 
005_295 005_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.386997973E-14 1.000000000E+20 1.256040575E+00 2.856314663E-14 1.669516733E-02 
005_295_SRH 005_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.371494561E-14 1.000000000E+20 1.256263157E+00 2.856601782E-14 1.682863765E-02 
006_295 006_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 2.569251275E-14 1.000000000E+20 1.267394942E+00 9.098523602E-14 2.379186983E-02 
006_295_SRH 006_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 2.555933890E-14 1.000000000E+20 1.267511773E+00 9.099373089E-14 2.386758978E-02 
007_295 007_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 4.247141525E-14 1.000000000E+20 1.282841189E+00 2.920023341E-13 3.406399180E-02 
007_295_SRH 007_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 4.235270579E-14 1.000000000E+20 1.282910389E+00 2.920239308E-13 3.411100097E-02 
