N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
1.000000E+11 1.000E+15 320 1.500E-4 1.019471846E+00 1.019663094E+00 1.113989053E+00 1.114058620E+00
1.468000E+11 1.000E+15 320 1.500E-4 1.019377119E+00 1.019507588E+00 1.115341148E+00 1.115389643E+00
2.154000E+11 1.000E+15 320 1.500E-4 1.019212577E+00 1.019301481E+00 1.117247967E+00 1.117282315E+00
3.162000E+11 1.000E+15 320 1.500E-4 1.018981715E+00 1.019042292E+00 1.119910282E+00 1.119935145E+00
4.642000E+11 1.000E+15 320 1.500E-4 1.018701779E+00 1.018743138E+00 1.123558957E+00 1.123577496E+00
6.813000E+11 1.000E+15 320 1.500E-4 1.018419230E+00 1.018447640E+00 1.128420078E+00 1.128434463E+00
1.000000E+12 1.000E+15 320 1.500E-4 1.018227522E+00 1.018247297E+00 1.134641530E+00 1.134653238E+00
1.468000E+12 1.000E+15 320 1.500E-4 1.018277132E+00 1.018291237E+00 1.142179970E+00 1.142189992E+00
2.154000E+12 1.000E+15 320 1.500E-4 1.018762374E+00 1.018772829E+00 1.150686887E+00 1.150695839E+00
3.162000E+12 1.000E+15 320 1.500E-4 1.019877446E+00 1.019885597E+00 1.159491355E+00 1.159499570E+00
4.642000E+12 1.000E+15 320 1.500E-4 1.032278266E+00 1.032272418E+00 1.167771952E+00 1.167779538E+00
6.813000E+12 1.000E+15 320 1.500E-4 1.060219505E+00 1.060217848E+00 1.174892069E+00 1.174899006E+00
1.000000E+13 1.000E+15 320 1.500E-4 1.080823000E+00 1.080823407E+00 1.180649857E+00 1.180656108E+00
1.000000E+10 1.000E+15 325 1.500E-4 1.023051724E+00 1.025516310E+00 1.013418907E+00 1.015793753E+00
1.468000E+10 1.000E+15 325 1.500E-4 1.023745321E+00 1.025479807E+00 1.014091628E+00 1.015797594E+00
2.154000E+10 1.000E+15 325 1.500E-4 1.024218484E+00 1.025426606E+00 1.014595711E+00 1.015803245E+00
3.162000E+10 1.000E+15 325 1.500E-4 1.024514284E+00 1.025349330E+00 1.014965888E+00 1.015811566E+00
4.642000E+10 1.000E+15 325 1.500E-4 1.024663815E+00 1.025237628E+00 1.015235913E+00 1.015823840E+00
6.813000E+10 1.000E+15 325 1.500E-4 1.024684853E+00 1.025077317E+00 1.015435172E+00 1.015841980E+00
1.000000E+11 1.000E+15 325 1.500E-4 1.024582307E+00 1.024849650E+00 1.015765215E+00 1.015868872E+00
1.468000E+11 1.000E+15 325 1.500E-4 1.024349876E+00 1.024531283E+00 1.018075926E+00 1.017928806E+00
2.154000E+11 1.000E+15 325 1.500E-4 1.023973479E+00 1.024096085E+00 1.021430910E+00 1.021331311E+00
3.162000E+11 1.000E+15 325 1.500E-4 1.023438283E+00 1.023520807E+00 1.026204554E+00 1.026137798E+00
4.642000E+11 1.000E+15 325 1.500E-4 1.022742072E+00 1.022797408E+00 1.032851898E+00 1.032807904E+00
6.813000E+11 1.000E+15 325 1.500E-4 1.021917190E+00 1.021954222E+00 1.041856516E+00 1.041828454E+00
1.000000E+12 1.000E+15 325 1.500E-4 1.021058707E+00 1.021083563E+00 1.053600934E+00 1.053584167E+00
1.468000E+12 1.000E+15 325 1.500E-4 1.020345612E+00 1.020362519E+00 1.068135125E+00 1.068126534E+00
2.154000E+12 1.000E+15 325 1.500E-4 1.020030439E+00 1.020042288E+00 1.084891750E+00 1.084889109E+00
3.162000E+12 1.000E+15 325 1.500E-4 1.020377972E+00 1.020386693E+00 1.102520108E+00 1.102521710E+00
4.642000E+12 1.000E+15 325 1.500E-4 1.021576080E+00 1.021582908E+00 1.119166448E+00 1.119170828E+00
6.813000E+12 1.000E+15 325 1.500E-4 1.023685018E+00 1.023690697E+00 1.133209160E+00 1.133215059E+00
1.000000E+13 1.000E+15 325 1.500E-4 1.026667637E+00 1.026672586E+00 1.143974938E+00 1.143981371E+00
1.000000E+10 1.000E+15 330 1.500E-4 1.031039896E+00 1.034819746E+00 1.014105224E+00 1.016603365E+00
