fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_300 001_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 7.788576454E-16 1.000000000E+20 1.245883232E+00 3.881637745E-16 4.850001811E-03 
001_300_SRH 001_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 3.059070942E-16 1.000000000E+20 1.262106887E+00 3.842373333E-16 1.093399802E-02 
002_300 002_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 9.191529840E-16 1.000000000E+20 1.249710140E+00 5.671662685E-16 5.929909500E-03 
002_300_SRH 002_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.474439091E-16 1.000000000E+20 1.262170401E+00 5.639853175E-16 1.096468609E-02 
003_300 003_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.123514260E-15 1.000000000E+20 1.252843807E+00 8.302569510E-16 6.983623953E-03 
003_300_SRH 003_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 6.534165341E-16 1.000000000E+20 1.262263128E+00 8.278218318E-16 1.100959180E-02 
004_300 004_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.419962209E-15 1.000000000E+20 1.255397339E+00 1.216809051E-15 7.954197405E-03 
004_300_SRH 004_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 9.519887035E-16 1.000000000E+20 1.262398246E+00 1.215087072E-15 1.107521004E-02 
005_300 005_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.847477673E-15 1.000000000E+20 1.257471436E+00 1.784586868E-15 8.812527362E-03 
005_300_SRH 005_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.382358452E-15 1.000000000E+20 1.262594562E+00 1.783530148E-15 1.117089460E-02 
006_300 006_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.458966613E-15 1.000000000E+20 1.259175421E+00 2.618360770E-15 9.561214163E-03 
006_300_SRH 006_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.997737437E-15 1.000000000E+20 1.262878523E+00 2.617930036E-15 1.131000545E-02 
007_300 007_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 3.323657438E-15 1.000000000E+20 1.260631254E+00 3.842577329E-15 1.022952413E-02 
007_300_SRH 007_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.867752726E-15 1.000000000E+20 1.263286671E+00 3.842765125E-15 1.151137698E-02 
008_300 008_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.527343217E-15 1.000000000E+20 1.261969760E+00 5.640000982E-15 1.086541867E-02 
008_300_SRH 008_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.078673588E-15 1.000000000E+20 1.263868130E+00 5.640851725E-15 1.180107307E-02 
009_300 009_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 6.167990502E-15 1.000000000E+20 1.263326271E+00 8.279182580E-15 1.152914902E-02 
009_300_SRH 009_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 5.728967518E-15 1.000000000E+20 1.264686479E+00 8.280810491E-15 1.221419012E-02 
010_300 010_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 8.344111092E-15 1.000000000E+20 1.264837440E+00 1.215503872E-14 1.228953574E-02 
010_300_SRH 010_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 7.917562488E-15 1.000000000E+20 1.265819697E+00 1.215764654E-14 1.279613165E-02 
011_300 011_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.113565261E-14 1.000000000E+20 1.266637395E+00 1.784900300E-14 1.322146691E-02 
011_300_SRH 011_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.072456748E-14 1.000000000E+20 1.267356371E+00 1.785290468E-14 1.360227099E-02 
012_300 012_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.458345082E-14 1.000000000E+20 1.268850179E+00 2.621848522E-14 1.440197635E-02 
012_300_SRH 012_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.419053762E-14 1.000000000E+20 1.269386501E+00 2.622413495E-14 1.469442119E-02 
013_300 013_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.868109902E-14 1.000000000E+20 1.271576987E+00 3.853014992E-14 1.590252827E-02 
013_300_SRH 013_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.830824097E-14 1.000000000E+20 1.271986422E+00 3.853817972E-14 1.613265493E-02 
014_300 014_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.339342093E-14 1.000000000E+20 1.274880075E+00 5.665825384E-14 1.777711401E-02 
014_300_SRH 014_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.304122952E-14 1.000000000E+20 1.275200561E+00 5.666952034E-14 1.796267144E-02 
015_300 015_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.870016188E-14 1.000000000E+20 1.278769628E+00 8.337875834E-14 2.004967388E-02 
015_300_SRH 015_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.836784561E-14 1.000000000E+20 1.279026525E+00 8.339439695E-14 2.020251915E-02 
016_300 016_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 3.464042423E-14 1.000000000E+20 1.283202483E+00 1.228040632E-13 2.270799300E-02 
016_300_SRH 016_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 3.432605000E-14 1.000000000E+20 1.283412475E+00 1.228255423E-13 2.283591902E-02 
017_300 017_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.132721032E-14 1.000000000E+20 1.288097739E+00 1.810255207E-13 2.570996125E-02 
017_300_SRH 017_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.102823381E-14 1.000000000E+20 1.288271757E+00 1.810546944E-13 2.581808126E-02 
018_300 018_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.892291093E-14 1.000000000E+20 1.293363355E+00 2.670657003E-13 2.899996194E-02 
018_300_SRH 018_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.863674431E-14 1.000000000E+20 1.293508681E+00 2.671048634E-13 2.909172163E-02 
019_300 019_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 5.759488035E-14 1.000000000E+20 1.298918266E+00 3.942933219E-13 3.252489089E-02 
019_300_SRH 019_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 5.731931071E-14 1.000000000E+20 1.299039973E+00 3.943452690E-13 3.260275002E-02 
