N_Fe N_B T d n_Fe n_Fe_SRH
5.000000E+10 4.500E+16 309 2.000E-4 1.280734255E+00 1.291510856E+00
5.861000E+10 4.500E+16 309 2.000E-4 1.282100571E+00 1.291657132E+00
6.869000E+10 4.500E+16 309 2.000E-4 1.283369625E+00 1.291826853E+00
8.051000E+10 4.500E+16 309 2.000E-4 1.284553671E+00 1.292023466E+00
9.437000E+10 4.500E+16 309 2.000E-4 1.285664785E+00 1.292250821E+00
1.106000E+11 4.500E+16 309 2.000E-4 1.286715144E+00 1.292513182E+00
1.296000E+11 4.500E+16 309 2.000E-4 1.287717082E+00 1.292815226E+00
1.520000E+11 4.500E+16 309 2.000E-4 1.288683147E+00 1.293162040E+00
1.781000E+11 4.500E+16 309 2.000E-4 1.289626051E+00 1.293559096E+00
2.088000E+11 4.500E+16 309 2.000E-4 1.290558575E+00 1.294012169E+00
2.447000E+11 4.500E+16 309 2.000E-4 1.291493444E+00 1.294527285E+00
2.868000E+11 4.500E+16 309 2.000E-4 1.292443155E+00 1.295110612E+00
3.362000E+11 4.500E+16 309 2.000E-4 1.293419823E+00 1.295768305E+00
3.940000E+11 4.500E+16 309 2.000E-4 1.294434946E+00 1.296506366E+00
4.618000E+11 4.500E+16 309 2.000E-4 1.295499252E+00 1.297330430E+00
5.413000E+11 4.500E+16 309 2.000E-4 1.296622453E+00 1.298245614E+00
6.345000E+11 4.500E+16 309 2.000E-4 1.297813072E+00 1.299256240E+00
7.437000E+11 4.500E+16 309 2.000E-4 1.299078245E+00 1.300365698E+00
8.717000E+11 4.500E+16 309 2.000E-4 1.300423562E+00 1.301576221E+00
1.022000E+12 4.500E+16 309 2.000E-4 1.301852964E+00 1.302888787E+00
1.198000E+12 4.500E+16 309 2.000E-4 1.303368688E+00 1.304303015E+00
1.404000E+12 4.500E+16 309 2.000E-4 1.304971262E+00 1.305817156E+00
1.645000E+12 4.500E+16 309 2.000E-4 1.306659629E+00 1.307428172E+00
1.928000E+12 4.500E+16 309 2.000E-4 1.308431319E+00 1.309131899E+00
2.260000E+12 4.500E+16 309 2.000E-4 1.310282705E+00 1.310923250E+00
2.649000E+12 4.500E+16 309 2.000E-4 1.312209310E+00 1.312796525E+00
3.105000E+12 4.500E+16 309 2.000E-4 1.314206148E+00 1.314745715E+00
3.639000E+12 4.500E+16 309 2.000E-4 1.316268046E+00 1.316764788E+00
4.266000E+12 4.500E+16 309 2.000E-4 1.318389921E+00 1.318847956E+00
5.000000E+12 4.500E+16 309 2.000E-4 1.320566973E+00 1.320989843E+00
