N_Fe N_B T d n_FeB n_FeB_SRH
5.000000E+10 4.500E+16 309 2.000E-4 1.229118412E+00 1.233472424E+00
5.861000E+10 4.500E+16 309 2.000E-4 1.230317065E+00 1.234103300E+00
6.869000E+10 4.500E+16 309 2.000E-4 1.231540369E+00 1.234781408E+00
8.051000E+10 4.500E+16 309 2.000E-4 1.232761607E+00 1.235529176E+00
9.437000E+10 4.500E+16 309 2.000E-4 1.233985667E+00 1.236350566E+00
1.106000E+11 4.500E+16 309 2.000E-4 1.235223000E+00 1.237241476E+00
1.296000E+11 4.500E+16 309 2.000E-4 1.236480355E+00 1.238207199E+00
1.520000E+11 4.500E+16 309 2.000E-4 1.237760534E+00 1.239236088E+00
1.781000E+11 4.500E+16 309 2.000E-4 1.239063902E+00 1.240346312E+00
2.088000E+11 4.500E+16 309 2.000E-4 1.240397241E+00 1.241496954E+00
2.447000E+11 4.500E+16 309 2.000E-4 1.241760265E+00 1.242707141E+00
2.868000E+11 4.500E+16 309 2.000E-4 1.243148489E+00 1.243968473E+00
3.362000E+11 4.500E+16 309 2.000E-4 1.244542875E+00 1.245251189E+00
3.940000E+11 4.500E+16 309 2.000E-4 1.245968360E+00 1.246587459E+00
4.618000E+11 4.500E+16 309 2.000E-4 1.247408133E+00 1.247952142E+00
5.413000E+11 4.500E+16 309 2.000E-4 1.248859544E+00 1.249340308E+00
6.345000E+11 4.500E+16 309 2.000E-4 1.250311456E+00 1.250739952E+00
7.437000E+11 4.500E+16 309 2.000E-4 1.251767861E+00 1.252148488E+00
8.717000E+11 4.500E+16 309 2.000E-4 1.253246664E+00 1.253589204E+00
1.022000E+12 4.500E+16 309 2.000E-4 1.254730901E+00 1.255040178E+00
1.198000E+12 4.500E+16 309 2.000E-4 1.256231059E+00 1.256512591E+00
1.404000E+12 4.500E+16 309 2.000E-4 1.257745257E+00 1.258002856E+00
1.645000E+12 4.500E+16 309 2.000E-4 1.259276430E+00 1.259513246E+00
1.928000E+12 4.500E+16 309 2.000E-4 1.260827873E+00 1.261046508E+00
2.260000E+12 4.500E+16 309 2.000E-4 1.262394910E+00 1.262597134E+00
2.649000E+12 4.500E+16 309 2.000E-4 1.263997329E+00 1.264185392E+00
3.105000E+12 4.500E+16 309 2.000E-4 1.265630394E+00 1.265805787E+00
3.639000E+12 4.500E+16 309 2.000E-4 1.267297346E+00 1.267461309E+00
4.266000E+12 4.500E+16 309 2.000E-4 1.269001157E+00 1.269154742E+00
5.000000E+12 4.500E+16 309 2.000E-4 1.270744510E+00 1.270888603E+00
