N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.778E+15 293 1.500E-4 1.197371842E+00 1.202265815E+00
1.468000E+10 1.778E+15 293 1.500E-4 1.198761763E+00 1.202281677E+00
2.154000E+10 1.778E+15 293 1.500E-4 1.199808382E+00 1.202304896E+00
3.162000E+10 1.778E+15 293 1.500E-4 1.200586678E+00 1.202338899E+00
4.642000E+10 1.778E+15 293 1.500E-4 1.201167854E+00 1.202388680E+00
6.813000E+10 1.778E+15 293 1.500E-4 1.201614890E+00 1.202461515E+00
1.000000E+11 1.778E+15 293 1.500E-4 1.201982201E+00 1.202567925E+00
1.468000E+11 1.778E+15 293 1.500E-4 1.202317969E+00 1.202723075E+00
2.154000E+11 1.778E+15 293 1.500E-4 1.202667919E+00 1.202948601E+00
3.162000E+11 1.778E+15 293 1.500E-4 1.203079726E+00 1.203274990E+00
4.642000E+11 1.778E+15 293 1.500E-4 1.203607614E+00 1.203744372E+00
6.813000E+11 1.778E+15 293 1.500E-4 1.204316612E+00 1.204413357E+00
1.000000E+12 1.778E+15 293 1.500E-4 1.205285514E+00 1.205354911E+00
1.468000E+12 1.778E+15 293 1.500E-4 1.206606791E+00 1.206657487E+00
2.154000E+12 1.778E+15 293 1.500E-4 1.208380947E+00 1.208418838E+00
3.162000E+12 1.778E+15 293 1.500E-4 1.210703120E+00 1.210732193E+00
4.642000E+12 1.778E+15 293 1.500E-4 1.213642339E+00 1.213665272E+00
6.813000E+12 1.778E+15 293 1.500E-4 1.217219426E+00 1.217237992E+00
1.000000E+13 1.778E+15 293 1.500E-4 1.221394792E+00 1.221410145E+00
