T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
320 001_320 36.232 4.567030E-1 6.976889E-1 7.805000E+1 2.486950E+1 3.822360E-1 6.506328E-1 1.000000E+0 1.000000E+10 1.000000E+10 3.800E-4 5.623E+16
320 002_320 36.232 4.565420E-1 6.956704E-1 7.804470E+1 2.478720E+1 3.821000E-1 6.487104E-1 1.000000E+0 1.468000E+10 1.468000E+10 3.800E-4 5.623E+16
320 003_320 36.232 4.563120E-1 6.927745E-1 7.803700E+1 2.466910E+1 3.818850E-1 6.459836E-1 1.000000E+0 2.154000E+10 2.154000E+10 3.800E-4 5.623E+16
320 004_320 36.232 4.559840E-1 6.886610E-1 7.802590E+1 2.450160E+1 3.815720E-1 6.421215E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.800E-4 5.623E+16
320 005_320 36.232 4.555240E-1 6.828985E-1 7.801020E+1 2.426710E+1 3.811430E-1 6.366949E-1 1.000000E+0 4.642000E+10 4.642000E+10 3.800E-4 5.623E+16
320 006_320 36.232 4.548900E-1 6.749764E-1 7.798800E+1 2.394540E+1 3.805570E-1 6.292216E-1 1.000000E+0 6.813000E+10 6.813000E+10 3.800E-4 5.623E+16
320 007_320 36.232 4.540360E-1 6.643515E-1 7.795720E+1 2.351500E+1 3.797360E-1 6.192454E-1 1.000000E+0 1.000000E+11 1.000000E+11 3.800E-4 5.623E+16
320 008_320 36.232 4.529170E-1 6.505374E-1 7.791560E+1 2.295700E+1 3.786820E-1 6.062354E-1 1.000000E+0 1.468000E+11 1.468000E+11 3.800E-4 5.623E+16
320 009_320 36.232 4.514960E-1 6.332222E-1 7.786090E+1 2.226020E+1 3.773340E-1 5.899341E-1 1.000000E+0 2.154000E+11 2.154000E+11 3.800E-4 5.623E+16
320 010_320 36.232 4.497330E-1 6.123629E-1 7.779400E+1 2.142440E+1 3.756540E-1 5.703238E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.800E-4 5.623E+16
320 011_320 36.232 4.475430E-1 5.881880E-1 7.772630E+1 2.046060E+1 3.736430E-1 5.475990E-1 1.000000E+0 4.642000E+11 4.642000E+11 3.800E-4 5.623E+16
320 012_320 36.232 4.450230E-1 5.610862E-1 7.763840E+1 1.938600E+1 3.712990E-1 5.221135E-1 1.000000E+0 6.813000E+11 6.813000E+11 3.800E-4 5.623E+16
320 013_320 36.232 4.421620E-1 5.314581E-1 7.752790E+1 1.821830E+1 3.686040E-1 4.942530E-1 1.000000E+0 1.000000E+12 1.000000E+12 3.800E-4 5.623E+16
320 014_320 36.232 4.388710E-1 4.996488E-1 7.740390E+1 1.697320E+1 3.655180E-1 4.643623E-1 1.000000E+0 1.468000E+12 1.468000E+12 3.800E-4 5.623E+16
320 015_320 36.232 4.350870E-1 4.659970E-1 7.726970E+1 1.566630E+1 3.620020E-1 4.327701E-1 1.000000E+0 2.154000E+12 2.154000E+12 3.800E-4 5.623E+16
320 016_320 36.232 4.309180E-1 4.309235E-1 7.709780E+1 1.431650E+1 3.580570E-1 3.998391E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.800E-4 5.623E+16
320 017_320 36.232 4.261460E-1 3.949701E-1 7.692090E+1 1.294690E+1 3.536430E-1 3.661019E-1 1.000000E+0 4.642000E+12 4.642000E+12 3.800E-4 5.623E+16
320 018_320 36.232 4.209630E-1 3.587691E-1 7.669930E+1 1.158380E+1 3.487400E-1 3.321610E-1 1.000000E+0 6.813000E+12 6.813000E+12 3.800E-4 5.623E+16
320 019_320 36.232 4.151610E-1 3.229837E-1 7.646760E+1 1.025360E+1 3.433500E-1 2.986335E-1 1.000000E+0 1.000000E+13 1.000000E+13 3.800E-4 5.623E+16
320 020_320 36.232 4.089410E-1 2.882492E-1 7.618700E+1 8.980700E+0 3.374900E-1 2.661019E-1 1.000000E+0 1.468000E+13 1.468000E+13 3.800E-4 5.623E+16
320 021_320 36.232 4.021660E-1 2.551264E-1 7.588080E+1 7.785600E+0 3.311620E-1 2.350995E-1 1.000000E+0 2.154000E+13 2.154000E+13 3.800E-4 5.623E+16
320 022_320 36.232 3.948890E-1 2.240686E-1 7.553820E+1 6.683800E+0 3.243650E-1 2.060576E-1 1.000000E+0 3.162000E+13 3.162000E+13 3.800E-4 5.623E+16
320 023_320 36.232 3.871840E-1 1.954033E-1 7.514340E+1 5.685100E+0 3.171190E-1 1.792744E-1 1.000000E+0 4.642000E+13 4.642000E+13 3.800E-4 5.623E+16
320 024_320 36.232 3.790580E-1 1.693286E-1 7.469080E+1 4.794000E+0 3.094430E-1 1.549250E-1 1.000000E+0 6.813000E+13 6.813000E+13 3.800E-4 5.623E+16
320 025_320 36.232 3.704800E-1 1.459221E-1 7.417930E+1 4.010200E+0 3.013380E-1 1.330807E-1 1.000000E+0 1.000000E+14 1.000000E+14 3.800E-4 5.623E+16
