fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
002_314 002_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 8.734773395E-15 1.000000000E+20 1.253948268E+00 2.459372251E-15 3.716763805E-04 
002_314_SRH 002_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 4.595763283E-15 1.000000000E+20 1.267134155E+00 2.407922135E-15 6.975317847E-04 
005_314 005_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.822784961E-14 1.000000000E+20 1.262934021E+00 7.657072751E-15 5.630135325E-04 
005_314_SRH 005_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.415006374E-14 1.000000000E+20 1.267682461E+00 7.610461694E-15 7.159707720E-04 
006_314 006_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 2.444319003E-14 1.000000000E+20 1.264712175E+00 1.121178555E-14 6.145135469E-04 
006_314_SRH 006_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 2.040452181E-14 1.000000000E+20 1.268042193E+00 1.116680941E-14 7.283998444E-04 
008_314 008_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 4.527704504E-14 1.000000000E+20 1.267632281E+00 2.407258563E-14 7.102392319E-04 
008_314_SRH 008_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 4.136653376E-14 1.000000000E+20 1.269253573E+00 2.403160201E-14 7.722280476E-04 
011_314 011_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.103114502E-13 1.000000000E+20 1.272545218E+00 7.580045089E-14 9.060962953E-04 
011_314_SRH 011_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.067732051E-13 1.000000000E+20 1.273110633E+00 7.577015047E-14 9.328659872E-04 
012_314 012_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.436542329E-13 1.000000000E+20 1.274730724E+00 1.111096986E-13 1.009355532E-03 
012_314_SRH 012_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.402875910E-13 1.000000000E+20 1.275139711E+00 1.110851374E-13 1.030548840E-03 
015_314 015_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 2.807306173E-13 1.000000000E+20 1.283453053E+00 3.506139166E-13 1.519452316E-03 
015_314_SRH 015_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 2.778962015E-13 1.000000000E+20 1.283635355E+00 3.506178628E-13 1.531871434E-03 
017_314 017_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 4.093242725E-13 1.000000000E+20 1.290911593E+00 7.566779557E-13 2.056029947E-03 
017_314_SRH 017_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 4.067556591E-13 1.000000000E+20 1.291034314E+00 7.567174014E-13 2.065572999E-03 
