fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_336 001_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.641218871E-28 1.000000000E+20 1.016221800E+00 7.086207727E-13 3.720860589E-02 
001_336_SRH 001_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.642103096E-28 1.000000000E+20 1.018172341E+00 6.446614682E-13 4.217321526E-02 
002_336 002_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.742165979E-28 1.000000000E+20 1.016768806E+00 1.008281746E-12 3.855890300E-02 
002_336_SRH 002_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.741827890E-28 1.000000000E+20 1.018146904E+00 9.444071536E-13 4.206752735E-02 
003_336 003_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.284030791E-28 1.000000000E+20 1.017147047E+00 1.446063658E-12 3.946276679E-02 
003_336_SRH 003_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.284265890E-28 1.000000000E+20 1.018109937E+00 1.382288886E-12 4.191339753E-02 
004_336 004_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.481343475E-28 1.000000000E+20 1.017389134E+00 2.084217429E-12 3.999277334E-02 
004_336_SRH 004_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.461549641E-28 1.000000000E+20 1.018056461E+00 2.020570327E-12 4.168929940E-02 
005_336 005_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.056612442E-27 1.000000000E+20 1.017519888E+00 3.011502687E-12 4.019850970E-02 
005_336_SRH 005_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.056909950E-27 1.000000000E+20 1.017979632E+00 2.948027988E-12 4.136490503E-02 
006_336 006_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.101809731E-27 1.000000000E+20 1.017555021E+00 4.352790663E-12 4.010099183E-02 
006_336_SRH 006_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.727756655E-27 1.000000000E+20 1.017870356E+00 4.289555456E-12 4.089833448E-02 
007_336 007_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.113323257E-27 1.000000000E+20 1.017501660E+00 6.280365232E-12 3.969132779E-02 
007_336_SRH 007_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.113876143E-27 1.000000000E+20 1.017717214E+00 6.217465973E-12 4.023351818E-02 
008_336 008_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.214295172E-27 1.000000000E+20 1.017360299E+00 9.025320427E-12 3.893234554E-02 
008_336_SRH 008_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.203269184E-27 1.000000000E+20 1.017507253E+00 8.962891044E-12 3.929900433E-02 
009_336 009_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.969617221E-27 1.000000000E+20 1.017128647E+00 1.288534214E-11 3.776451582E-02 
009_336_SRH 009_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.968411548E-27 1.000000000E+20 1.017228628E+00 1.282356177E-11 3.801087592E-02 
010_336 010_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.454261364E-27 1.000000000E+20 1.016808657E+00 1.822249793E-11 3.612005024E-02 
010_336_SRH 010_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.453678416E-27 1.000000000E+20 1.016876599E+00 1.816159492E-11 3.628424080E-02 
011_336 011_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.193796869E-26 1.000000000E+20 1.016418414E+00 2.544343851E-11 3.395237026E-02 
011_336_SRH 011_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.193890454E-26 1.000000000E+20 1.016464607E+00 2.538368522E-11 3.406065369E-02 
012_336 012_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.424973830E-31 1.000000000E+20 1.016008748E+00 3.495929344E-11 3.128367566E-02 
012_336_SRH 012_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.686214350E-26 1.000000000E+20 1.016040283E+00 3.490098567E-11 3.135413674E-02 
013_336 013_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.690684211E-26 1.000000000E+20 1.015679831E+00 4.713898759E-11 2.826387118E-02 
013_336_SRH 013_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.690397228E-26 1.000000000E+20 1.015701591E+00 4.708240304E-11 2.830898347E-02 
014_336 014_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.394668722E-26 1.000000000E+20 1.015586444E+00 6.229491256E-11 2.521160423E-02 
014_336_SRH 014_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.394686784E-26 1.000000000E+20 1.015601790E+00 6.224025454E-11 2.523999011E-02 
015_336 015_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.382179975E-26 1.000000000E+20 1.015917451E+00 8.075101445E-11 2.258248543E-02 
015_336_SRH 015_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.381027196E-26 1.000000000E+20 1.015928674E+00 8.069835682E-11 2.260009899E-02 
016_336 016_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.864558564E-26 1.000000000E+20 1.016848511E+00 1.030112734E-10 2.083093228E-02 
016_336_SRH 016_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.774410228E-26 1.000000000E+20 1.016857145E+00 1.029605303E-10 2.084182951E-02 
017_336 017_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.790492153E-26 1.000000000E+20 1.018493343E+00 1.299819268E-10 2.022205380E-02 
017_336_SRH 017_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.789764245E-26 1.000000000E+20 1.018500373E+00 1.299328634E-10 2.022889869E-02 
018_336 018_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.763010641E-26 1.000000000E+20 1.020891722E+00 1.631702453E-10 2.074792702E-02 
018_336_SRH 018_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.597182361E-25 1.000000000E+20 1.020897748E+00 1.631225268E-10 2.075236383E-02 
019_336 019_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.596192684E-25 1.000000000E+20 1.024042050E+00 2.048273015E-10 2.220946599E-02 
019_336_SRH 019_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.587347826E-25 1.000000000E+20 1.024047415E+00 2.047805589E-10 2.221243650E-02 
