fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_300 001_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.363560442E-14 1.000000000E+20 1.203015275E+00 8.693415639E-15 1.243193107E-03 
001_300_SRH 001_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.325767471E-14 1.000000000E+20 1.203464849E+00 8.687830259E-15 1.273456166E-03 
002_300 002_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.388947511E-14 1.000000000E+20 1.203912259E+00 1.616627965E-14 1.309276845E-03 
002_300_SRH 002_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.351888654E-14 1.000000000E+20 1.204162369E+00 1.616087363E-14 1.326745694E-03 
003_300 003_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.068104732E-14 1.000000000E+20 1.205217213E+00 3.005068342E-14 1.411836995E-03 
003_300_SRH 003_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.032211580E-14 1.000000000E+20 1.205358842E+00 3.004557878E-14 1.422347274E-03 
004_300 004_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 6.610021238E-14 1.000000000E+20 1.207271589E+00 5.583316113E-14 1.580415928E-03 
004_300_SRH 004_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 6.575802187E-14 1.000000000E+20 1.207355508E+00 5.582862749E-14 1.587142244E-03 
005_300 005_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.010208342E-13 1.000000000E+20 1.210396387E+00 1.037214682E-13 1.852215143E-03 
005_300_SRH 005_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.006995403E-13 1.000000000E+20 1.210449461E+00 1.037178809E-13 1.856875692E-03 
006_300 006_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.449619529E-13 1.000000000E+20 1.214789284E+00 1.927597005E-13 2.261193532E-03 
006_300_SRH 006_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.446621608E-13 1.000000000E+20 1.214825890E+00 1.927577010E-13 2.264688618E-03 
007_300 007_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.980265724E-13 1.000000000E+20 1.220431573E+00 3.587181001E-13 2.824422957E-03 
007_300_SRH 007_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.977453053E-13 1.000000000E+20 1.220458754E+00 3.587186993E-13 2.827202317E-03 
