N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+15 315 1.500E-4 1.207009122E+00 1.213515730E+00
1.468000E+10 3.162E+15 315 1.500E-4 1.208934999E+00 1.213533032E+00
2.154000E+10 3.162E+15 315 1.500E-4 1.210335773E+00 1.213558363E+00
3.162000E+10 3.162E+15 315 1.500E-4 1.211352129E+00 1.213595421E+00
4.642000E+10 3.162E+15 315 1.500E-4 1.212096026E+00 1.213649561E+00
6.813000E+10 3.162E+15 315 1.500E-4 1.212656464E+00 1.213728471E+00
1.000000E+11 3.162E+15 315 1.500E-4 1.213104980E+00 1.213843136E+00
1.468000E+11 3.162E+15 315 1.500E-4 1.213501135E+00 1.214009016E+00
2.154000E+11 3.162E+15 315 1.500E-4 1.213897814E+00 1.214247480E+00
3.162000E+11 3.162E+15 315 1.500E-4 1.214346020E+00 1.214587267E+00
4.642000E+11 3.162E+15 315 1.500E-4 1.214898540E+00 1.215065659E+00
6.813000E+11 3.162E+15 315 1.500E-4 1.215612015E+00 1.215728543E+00
1.000000E+12 3.162E+15 315 1.500E-4 1.216546544E+00 1.216628591E+00
1.468000E+12 3.162E+15 315 1.500E-4 1.217762077E+00 1.217820678E+00
2.154000E+12 3.162E+15 315 1.500E-4 1.219311911E+00 1.219354602E+00
3.162000E+12 3.162E+15 315 1.500E-4 1.221234456E+00 1.221266356E+00
4.642000E+12 3.162E+15 315 1.500E-4 1.223545959E+00 1.223570541E+00
6.813000E+12 3.162E+15 315 1.500E-4 1.226237378E+00 1.226256952E+00
1.000000E+13 3.162E+15 315 1.500E-4 1.229278153E+00 1.229294228E+00
