fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_336 001_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.889844670E-13 1.000000000E+20 1.174826981E+00 9.066821559E-15 1.784378575E-04 
001_336_SRH 001_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.235573033E-14 1.000000000E+20 1.225526847E+00 7.326663099E-15 5.399985796E-04 
002_336 002_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.251913018E-13 1.000000000E+20 1.188998956E+00 1.240461073E-14 2.394793372E-04 
002_336_SRH 002_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.193891703E-13 1.000000000E+20 1.226179457E+00 1.073141117E-14 5.484434663E-04 
003_336 003_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.767431394E-13 1.000000000E+20 1.200425492E+00 1.731908219E-14 3.052126241E-04 
003_336_SRH 003_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.721396649E-13 1.000000000E+20 1.227110583E+00 1.570456445E-14 5.607748028E-04 
004_336 004_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.492464174E-13 1.000000000E+20 1.209595592E+00 2.451276943E-14 3.728501286E-04 
004_336_SRH 004_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.463305186E-13 1.000000000E+20 1.228422834E+00 2.295529375E-14 5.787329025E-04 
005_336 005_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.495011341E-13 1.000000000E+20 1.217137036E+00 3.499909937E-14 4.418063765E-04 
005_336_SRH 005_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.488943807E-13 1.000000000E+20 1.230240399E+00 3.350265653E-14 6.047877639E-04 
006_336 006_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.850656824E-13 1.000000000E+20 1.223679808E+00 5.023266445E-14 5.142610178E-04 
006_336_SRH 006_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.875155348E-13 1.000000000E+20 1.232698714E+00 4.880576052E-14 6.423868862E-04 
007_336 007_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.633312766E-13 1.000000000E+20 1.229770256E+00 7.229725640E-14 5.950780530E-04 
007_336_SRH 007_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.696641499E-13 1.000000000E+20 1.235920040E+00 7.095126160E-14 6.962101939E-04 
008_336 008_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.902773576E-13 1.000000000E+20 1.235813572E+00 1.041852027E-13 6.914154981E-04 
008_336_SRH 008_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.012989669E-13 1.000000000E+20 1.239973557E+00 1.029319551E-13 7.723871795E-04 
009_336 009_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.269585659E-12 1.000000000E+20 1.242032715E+00 1.502234777E-13 8.122201612E-04 
009_336_SRH 009_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.185937537E-12 1.000000000E+20 1.244828671E+00 1.490723104E-13 8.785199450E-04 
010_336 010_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.603135271E-12 1.000000000E+20 1.248453739E+00 2.167272425E-13 9.675787342E-04 
010_336_SRH 010_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.525149983E-12 1.000000000E+20 1.250325454E+00 2.156823468E-13 1.023368034E-03 
011_336 011_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.993406817E-12 1.000000000E+20 1.254938266E+00 3.129835855E-13 1.167830518E-03 
011_336_SRH 011_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.921025576E-12 1.000000000E+20 1.256191227E+00 3.120428175E-13 1.216127503E-03 
012_336 012_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.446918428E-12 1.000000000E+20 1.261266201E+00 4.526926446E-13 1.422613514E-03 
012_336_SRH 012_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.379714868E-12 1.000000000E+20 1.262109568E+00 4.518484172E-13 1.465516863E-03 
013_336 013_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.976730470E-12 1.000000000E+20 1.267235594E+00 6.560465929E-13 1.740315481E-03 
013_336_SRH 013_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.914029171E-12 1.000000000E+20 1.267810049E+00 6.552884341E-13 1.779228713E-03 
014_336 014_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.602668677E-12 1.000000000E+20 1.272730835E+00 9.527385287E-13 2.128449995E-03 
014_336_SRH 014_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.543700906E-12 1.000000000E+20 1.273129266E+00 9.520561158E-13 2.164277496E-03 
015_336 015_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.349788604E-12 1.000000000E+20 1.277735510E+00 1.386368085E-12 2.594840847E-03 
015_336_SRH 015_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.293824008E-12 1.000000000E+20 1.278018271E+00 1.385753777E-12 2.628149623E-03 
016_336 016_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.246857232E-12 1.000000000E+20 1.282304884E+00 2.020945394E-12 3.148789252E-03 
016_336_SRH 016_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.193279913E-12 1.000000000E+20 1.282510943E+00 2.020396031E-12 3.179931640E-03 
017_336 017_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.326154042E-12 1.000000000E+20 1.286529098E+00 2.950507004E-12 3.801449162E-03 
017_336_SRH 017_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.274483283E-12 1.000000000E+20 1.286683587E+00 2.950024863E-12 3.830636670E-03 
018_336 018_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.624511840E-12 1.000000000E+20 1.290507110E+00 4.313315744E-12 4.565406715E-03 
018_336_SRH 018_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.574386448E-12 1.000000000E+20 1.290626310E+00 4.312909303E-12 4.592762675E-03 
019_336 019_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.184748556E-12 1.000000000E+20 1.294338856E+00 6.312828741E-12 5.453305623E-03 
019_336_SRH 019_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.135788838E-12 1.000000000E+20 1.294455401E+00 6.312791804E-12 5.477991716E-03 
