N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+16 336 2.400E-4 1.158990520E+00 1.171585609E+00
1.468000E+10 1.000E+16 336 2.400E-4 1.163867653E+00 1.172631155E+00
2.154000E+10 1.000E+16 336 2.400E-4 1.168076339E+00 1.174133254E+00
3.162000E+10 1.000E+16 336 2.400E-4 1.172100925E+00 1.176270292E+00
4.642000E+10 1.000E+16 336 2.400E-4 1.176403731E+00 1.179268250E+00
6.813000E+10 1.000E+16 336 2.400E-4 1.181422754E+00 1.183390754E+00
1.000000E+11 1.000E+16 336 2.400E-4 1.187548036E+00 1.188903032E+00
1.468000E+11 1.000E+16 336 2.400E-4 1.195058351E+00 1.195995821E+00
2.154000E+11 1.000E+16 336 2.400E-4 1.204015136E+00 1.204669099E+00
3.162000E+11 1.000E+16 336 2.400E-4 1.214153184E+00 1.214614783E+00
4.642000E+11 1.000E+16 336 2.400E-4 1.224861389E+00 1.225191759E+00
6.813000E+11 1.000E+16 336 2.400E-4 1.235345009E+00 1.235584516E+00
1.000000E+12 1.000E+16 336 2.400E-4 1.244929440E+00 1.245104682E+00
1.468000E+12 1.000E+16 336 2.400E-4 1.253296671E+00 1.253425668E+00
2.154000E+12 1.000E+16 336 2.400E-4 1.260481619E+00 1.260577170E+00
3.162000E+12 1.000E+16 336 2.400E-4 1.266695150E+00 1.266766683E+00
4.642000E+12 1.000E+16 336 2.400E-4 1.272162779E+00 1.272217200E+00
6.813000E+12 1.000E+16 336 2.400E-4 1.277064439E+00 1.277106711E+00
1.000000E+13 1.000E+16 336 2.400E-4 1.281538601E+00 1.281572187E+00
