N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.778E+16 293 1.500E-4 1.208341060E+00 1.218183635E+00
1.468000E+10 1.778E+16 293 1.500E-4 1.210959236E+00 1.218268245E+00
2.154000E+10 1.778E+16 293 1.500E-4 1.213044550E+00 1.218391467E+00
3.162000E+10 1.778E+16 293 1.500E-4 1.214709264E+00 1.218570469E+00
4.642000E+10 1.778E+16 293 1.500E-4 1.216067687E+00 1.218829441E+00
6.813000E+10 1.778E+16 293 1.500E-4 1.217237156E+00 1.219201821E+00
1.000000E+11 1.778E+16 293 1.500E-4 1.218336191E+00 1.219732651E+00
1.468000E+11 1.778E+16 293 1.500E-4 1.219483683E+00 1.220480373E+00
2.154000E+11 1.778E+16 293 1.500E-4 1.220798743E+00 1.221516914E+00
3.162000E+11 1.778E+16 293 1.500E-4 1.222398994E+00 1.222924445E+00
4.642000E+11 1.778E+16 293 1.500E-4 1.224394773E+00 1.224787391E+00
6.813000E+11 1.778E+16 293 1.500E-4 1.226878387E+00 1.227179408E+00
1.000000E+12 1.778E+16 293 1.500E-4 1.229910399E+00 1.230147771E+00
1.468000E+12 1.778E+16 293 1.500E-4 1.233508363E+00 1.233700673E+00
2.154000E+12 1.778E+16 293 1.500E-4 1.237645134E+00 1.237804478E+00
3.162000E+12 1.778E+16 293 1.500E-4 1.242264059E+00 1.242398340E+00
4.642000E+12 1.778E+16 293 1.500E-4 1.247287704E+00 1.247401787E+00
6.813000E+12 1.778E+16 293 1.500E-4 1.252657567E+00 1.252754787E+00
1.000000E+13 1.778E+16 293 1.500E-4 1.258325515E+00 1.258408344E+00
