N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.778E+16 293 1.500E-4 1.243649357E+00 1.264055440E+00
1.468000E+10 1.778E+16 293 1.500E-4 1.247763764E+00 1.264104615E+00
2.154000E+10 1.778E+16 293 1.500E-4 1.251402442E+00 1.264176482E+00
3.162000E+10 1.778E+16 293 1.500E-4 1.254538689E+00 1.264281473E+00
4.642000E+10 1.778E+16 293 1.500E-4 1.257168864E+00 1.264434628E+00
6.813000E+10 1.778E+16 293 1.500E-4 1.259337904E+00 1.264657478E+00
1.000000E+11 1.778E+16 293 1.500E-4 1.261137684E+00 1.264980514E+00
1.468000E+11 1.778E+16 293 1.500E-4 1.262692388E+00 1.265446197E+00
2.154000E+11 1.778E+16 293 1.500E-4 1.264144065E+00 1.266112256E+00
3.162000E+11 1.778E+16 293 1.500E-4 1.265643971E+00 1.267054475E+00
4.642000E+11 1.778E+16 293 1.500E-4 1.267348408E+00 1.268367355E+00
6.813000E+11 1.778E+16 293 1.500E-4 1.269414302E+00 1.270160081E+00
1.000000E+12 1.778E+16 293 1.500E-4 1.271989307E+00 1.272544823E+00
1.468000E+12 1.778E+16 293 1.500E-4 1.275193299E+00 1.275615745E+00
2.154000E+12 1.778E+16 293 1.500E-4 1.279093683E+00 1.279421965E+00
3.162000E+12 1.778E+16 293 1.500E-4 1.283684513E+00 1.283944770E+00
4.642000E+12 1.778E+16 293 1.500E-4 1.288883881E+00 1.289093535E+00
6.813000E+12 1.778E+16 293 1.500E-4 1.294557335E+00 1.294728059E+00
1.000000E+13 1.778E+16 293 1.500E-4 1.300557678E+00 1.300697495E+00
