N_Fe N_B T d n_FeB n_FeB_SRH
5.000000E+10 7.000E+15 321 2.000E-4 1.217894260E+00 1.220225741E+00
5.861000E+10 7.000E+15 321 2.000E-4 1.218338441E+00 1.220334452E+00
6.869000E+10 7.000E+15 321 2.000E-4 1.218752435E+00 1.220460614E+00
8.051000E+10 7.000E+15 321 2.000E-4 1.219145360E+00 1.220606756E+00
9.437000E+10 7.000E+15 321 2.000E-4 1.219525775E+00 1.220775742E+00
1.106000E+11 7.000E+15 321 2.000E-4 1.219901792E+00 1.220970711E+00
1.296000E+11 7.000E+15 321 2.000E-4 1.220281096E+00 1.221195111E+00
1.520000E+11 7.000E+15 321 2.000E-4 1.220671134E+00 1.221452656E+00
1.781000E+11 7.000E+15 321 2.000E-4 1.221079014E+00 1.221747285E+00
2.088000E+11 7.000E+15 321 2.000E-4 1.221511645E+00 1.222083144E+00
2.447000E+11 7.000E+15 321 2.000E-4 1.221975565E+00 1.222464446E+00
2.868000E+11 7.000E+15 321 2.000E-4 1.222477025E+00 1.222895377E+00
3.362000E+11 7.000E+15 321 2.000E-4 1.223021780E+00 1.223379973E+00
3.940000E+11 7.000E+15 321 2.000E-4 1.223615042E+00 1.223921938E+00
4.618000E+11 7.000E+15 321 2.000E-4 1.224261238E+00 1.224524430E+00
5.413000E+11 7.000E+15 321 2.000E-4 1.224963931E+00 1.225189929E+00
6.345000E+11 7.000E+15 321 2.000E-4 1.225725645E+00 1.225919988E+00
7.437000E+11 7.000E+15 321 2.000E-4 1.226547694E+00 1.226715120E+00
8.717000E+11 7.000E+15 321 2.000E-4 1.227430134E+00 1.227574709E+00
1.022000E+12 7.000E+15 321 2.000E-4 1.228371709E+00 1.228496909E+00
1.198000E+12 7.000E+15 321 2.000E-4 1.229369988E+00 1.229478754E+00
1.404000E+12 7.000E+15 321 2.000E-4 1.230421450E+00 1.230516311E+00
1.645000E+12 7.000E+15 321 2.000E-4 1.231521739E+00 1.231604817E+00
1.928000E+12 7.000E+15 321 2.000E-4 1.232665953E+00 1.232739076E+00
2.260000E+12 7.000E+15 321 2.000E-4 1.233848986E+00 1.233913674E+00
2.649000E+12 7.000E+15 321 2.000E-4 1.235065829E+00 1.235123378E+00
3.105000E+12 7.000E+15 321 2.000E-4 1.236311881E+00 1.236363392E+00
3.639000E+12 7.000E+15 321 2.000E-4 1.237583228E+00 1.237629598E+00
4.266000E+12 7.000E+15 321 2.000E-4 1.238876792E+00 1.238918783E+00
5.000000E+12 7.000E+15 321 2.000E-4 1.240190427E+00 1.240228672E+00
