T file kT1 TDD TDD1 TDD11 TDD111 d N_B
310 001_310 37.401 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 2.400E-4 5.623E+15
310 002_310 37.401 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 2.400E-4 5.623E+15
310 003_310 37.401 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 2.400E-4 5.623E+15
310 004_310 37.401 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 2.400E-4 5.623E+15
310 005_310 37.401 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 2.400E-4 5.623E+15
310 006_310 37.401 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 2.400E-4 5.623E+15
310 007_310 37.401 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 2.400E-4 5.623E+15
310 008_310 37.401 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 2.400E-4 5.623E+15
310 009_310 37.401 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 2.400E-4 5.623E+15
310 010_310 37.401 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 2.400E-4 5.623E+15
310 011_310 37.401 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 2.400E-4 5.623E+15
310 012_310 37.401 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 2.400E-4 5.623E+15
310 013_310 37.401 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 2.400E-4 5.623E+15
310 014_310 37.401 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 2.400E-4 5.623E+15
310 015_310 37.401 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 2.400E-4 5.623E+15
310 016_310 37.401 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 2.400E-4 5.623E+15
310 017_310 37.401 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 2.400E-4 5.623E+15
310 018_310 37.401 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 2.400E-4 5.623E+15
310 019_310 37.401 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 2.400E-4 5.623E+15
