N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.400E+15 315 1.800E-4 1.012278699E+00 1.013495064E+00
1.468000E+10 1.400E+15 315 1.800E-4 1.012643381E+00 1.013499880E+00
2.154000E+10 1.400E+15 315 1.800E-4 1.012909238E+00 1.013507138E+00
3.162000E+10 1.400E+15 315 1.800E-4 1.013103137E+00 1.013518187E+00
4.642000E+10 1.400E+15 315 1.800E-4 1.013247998E+00 1.013535236E+00
6.813000E+10 1.400E+15 315 1.800E-4 1.013363356E+00 1.013561979E+00
1.000000E+11 1.400E+15 315 1.800E-4 1.013467183E+00 1.013604722E+00
1.468000E+11 1.400E+15 315 1.800E-4 1.013578739E+00 1.013674356E+00
2.154000E+11 1.400E+15 315 1.800E-4 1.020179711E+00 1.020088981E+00
3.162000E+11 1.400E+15 315 1.800E-4 1.036703640E+00 1.036644539E+00
4.642000E+11 1.400E+15 315 1.800E-4 1.057100066E+00 1.057063369E+00
6.813000E+11 1.400E+15 315 1.800E-4 1.080520251E+00 1.080499460E+00
1.000000E+12 1.400E+15 315 1.800E-4 1.105053335E+00 1.105043639E+00
1.468000E+12 1.400E+15 315 1.800E-4 1.128171079E+00 1.128168635E+00
2.154000E+12 1.400E+15 315 1.800E-4 1.147792324E+00 1.147794110E+00
3.162000E+12 1.400E+15 315 1.800E-4 1.163183762E+00 1.163187540E+00
4.642000E+12 1.400E+15 315 1.800E-4 1.174896897E+00 1.174901298E+00
6.813000E+12 1.400E+15 315 1.800E-4 1.183998441E+00 1.184002775E+00
1.000000E+13 1.400E+15 315 1.800E-4 1.191395292E+00 1.191399284E+00
