N_Fe N_B T d n_FeB n_FeB_SRH
1.100000E+11 8.000E+16 292 2.200E-4 1.229896205E+00 1.231721834E+00
1.302000E+11 8.000E+16 292 2.200E-4 1.231391463E+00 1.233007500E+00
1.540000E+11 8.000E+16 292 2.200E-4 1.232920906E+00 1.234359537E+00
1.822000E+11 8.000E+16 292 2.200E-4 1.234486889E+00 1.235774988E+00
2.156000E+11 8.000E+16 292 2.200E-4 1.236091277E+00 1.237251152E+00
2.551000E+11 8.000E+16 292 2.200E-4 1.237735707E+00 1.238785820E+00
3.018000E+11 8.000E+16 292 2.200E-4 1.239421773E+00 1.240377352E+00
3.571000E+11 8.000E+16 292 2.200E-4 1.241151156E+00 1.242024746E+00
4.226000E+11 8.000E+16 292 2.200E-4 1.242925712E+00 1.243727646E+00
5.000000E+11 8.000E+16 292 2.200E-4 1.244747459E+00 1.245486265E+00
