N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 300 1.900E-4 1.190807134E+00 1.193449111E+00
1.468000E+10 1.000E+15 300 1.900E-4 1.191687025E+00 1.193473886E+00
2.154000E+10 1.000E+15 300 1.900E-4 1.192255861E+00 1.193493104E+00
3.162000E+10 1.000E+15 300 1.900E-4 1.192678389E+00 1.193533862E+00
4.642000E+10 1.000E+15 300 1.900E-4 1.193003378E+00 1.193593450E+00
6.813000E+10 1.000E+15 300 1.900E-4 1.193273791E+00 1.193680101E+00
1.000000E+11 1.000E+15 300 1.900E-4 1.193564188E+00 1.193854433E+00
1.468000E+11 1.000E+15 300 1.900E-4 1.193833192E+00 1.194032705E+00
2.154000E+11 1.000E+15 300 1.900E-4 1.194146815E+00 1.194289157E+00
3.162000E+11 1.000E+15 300 1.900E-4 1.194551601E+00 1.194647119E+00
4.642000E+11 1.000E+15 300 1.900E-4 1.195086103E+00 1.195132130E+00
6.813000E+11 1.000E+15 300 1.900E-4 1.195814378E+00 1.195860835E+00
1.000000E+12 1.000E+15 300 1.900E-4 1.196797374E+00 1.196829196E+00
1.468000E+12 1.000E+15 300 1.900E-4 1.198066605E+00 1.198089312E+00
2.154000E+12 1.000E+15 300 1.900E-4 1.199692447E+00 1.199710466E+00
3.162000E+12 1.000E+15 300 1.900E-4 1.201764801E+00 1.201778470E+00
4.642000E+12 1.000E+15 300 1.900E-4 1.204271179E+00 1.204282363E+00
6.813000E+12 1.000E+15 300 1.900E-4 1.207249893E+00 1.207259015E+00
1.000000E+13 1.000E+15 300 1.900E-4 1.210654177E+00 1.210661870E+00
