N_Fe N_B T d n_FeB n_FeB_SRH
1.100000E+12 8.000E+16 312 2.200E-4 1.264183006E+00 1.264586488E+00
1.302000E+12 8.000E+16 312 2.200E-4 1.265841586E+00 1.266207170E+00
1.540000E+12 8.000E+16 312 2.200E-4 1.267504542E+00 1.267837556E+00
1.822000E+12 8.000E+16 312 2.200E-4 1.269178175E+00 1.269483004E+00
2.156000E+12 8.000E+16 312 2.200E-4 1.270868481E+00 1.271148744E+00
2.551000E+12 8.000E+16 312 2.200E-4 1.272581057E+00 1.272839742E+00
3.018000E+12 8.000E+16 312 2.200E-4 1.274324058E+00 1.274562109E+00
3.571000E+12 8.000E+16 312 2.200E-4 1.276103318E+00 1.276323701E+00
4.226000E+12 8.000E+16 312 2.200E-4 1.277924268E+00 1.278129163E+00
5.000000E+12 8.000E+16 312 2.200E-4 1.279793855E+00 1.279985484E+00
