N_Fe N_B T d n_Fe n_Fe_SRH
1.100000E+12 8.000E+16 312 2.200E-4 1.322859513E+00 1.324754364E+00
1.302000E+12 8.000E+16 312 2.200E-4 1.324799168E+00 1.326505435E+00
1.540000E+12 8.000E+16 312 2.200E-4 1.326818970E+00 1.328359924E+00
1.822000E+12 8.000E+16 312 2.200E-4 1.328916199E+00 1.330311603E+00
2.156000E+12 8.000E+16 312 2.200E-4 1.331086987E+00 1.332353616E+00
2.551000E+12 8.000E+16 312 2.200E-4 1.333326769E+00 1.334478906E+00
3.018000E+12 8.000E+16 312 2.200E-4 1.335630685E+00 1.336680522E+00
3.571000E+12 8.000E+16 312 2.200E-4 1.337993920E+00 1.338951919E+00
4.226000E+12 8.000E+16 312 2.200E-4 1.340411900E+00 1.341287091E+00
5.000000E+12 8.000E+16 312 2.200E-4 1.342880395E+00 1.343680618E+00
