fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_310 001_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 5.707134417E-15 1.000000000E+20 1.208493670E+00 1.605530600E-15 3.196292976E-03 
001_310_SRH 001_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 3.827301020E-15 1.000000000E+20 1.215812641E+00 1.575749795E-15 4.672874560E-03 
002_310 002_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.480968571E-15 1.000000000E+20 1.210672992E+00 2.342150798E-15 3.565846949E-03 
002_310_SRH 002_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 5.603521441E-15 1.000000000E+20 1.215852547E+00 2.312697283E-15 4.683751153E-03 
003_310 003_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.006861196E-14 1.000000000E+20 1.212275083E+00 3.423342642E-15 3.873814829E-03 
003_310_SRH 003_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 8.194498788E-15 1.000000000E+20 1.215910853E+00 3.394175008E-15 4.699689295E-03 
004_310 004_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.383259751E-14 1.000000000E+20 1.213460787E+00 5.010019633E-15 4.124044787E-03 
004_310_SRH 004_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.196319483E-14 1.000000000E+20 1.215995885E+00 4.981113804E-15 4.723025087E-03 
005_310 005_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.928506161E-14 1.000000000E+20 1.214360673E+00 7.338108617E-15 4.328135175E-03 
005_310_SRH 005_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.742235630E-14 1.000000000E+20 1.216119543E+00 7.309463106E-15 4.757154486E-03 
006_310 006_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.713668486E-14 1.000000000E+20 1.215082219E+00 1.075336412E-14 4.501827461E-03 
006_310_SRH 006_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.528350214E-14 1.000000000E+20 1.216298632E+00 1.072500536E-14 4.806985056E-03 
007_310 007_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 3.834945385E-14 1.000000000E+20 1.215690939E+00 1.575988780E-14 4.662420166E-03 
007_310_SRH 007_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 3.650899114E-14 1.000000000E+20 1.216589467E+00 1.573340285E-14 4.875800580E-03 
008_310 008_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 5.417053966E-14 1.000000000E+20 1.216334408E+00 2.310296022E-14 4.829072566E-03 
008_310_SRH 008_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 5.234877902E-14 1.000000000E+20 1.216949507E+00 2.307663608E-14 4.981279953E-03 
009_310 009_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.613646977E-14 1.000000000E+20 1.217035841E+00 3.386405526E-14 5.024239516E-03 
009_310_SRH 009_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.434030096E-14 1.000000000E+20 1.217456519E+00 3.383800474E-14 5.133963734E-03 
010_310 010_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.059806751E-13 1.000000000E+20 1.217872252E+00 4.962674033E-14 5.272762447E-03 
010_310_SRH 010_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.042185990E-13 1.000000000E+20 1.218160482E+00 4.960113382E-14 5.353149325E-03 
011_310 011_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.454231387E-13 1.000000000E+20 1.218938941E+00 7.270653076E-14 5.602685293E-03 
011_310_SRH 011_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.437050457E-13 1.000000000E+20 1.219141184E+00 7.268199750E-14 5.662570123E-03 
012_310 012_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.958416660E-13 1.000000000E+20 1.220276864E+00 1.064825229E-13 6.051500855E-03 
012_310_SRH 012_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.941772272E-13 1.000000000E+20 1.220418158E+00 1.064589939E-13 6.097541940E-03 
013_310 013_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.579679319E-13 1.000000000E+20 1.221984336E+00 1.559116596E-13 6.656064425E-03 
013_310_SRH 013_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.563656886E-13 1.000000000E+20 1.222086786E+00 1.558899257E-13 6.692401254E-03 
014_310 014_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 3.318296823E-13 1.000000000E+20 1.224070158E+00 2.282554858E-13 7.461192688E-03 
014_310_SRH 014_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 3.302944608E-13 1.000000000E+20 1.224145789E+00 2.282358142E-13 7.490921056E-03 
015_310 015_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 4.171840307E-13 1.000000000E+20 1.226564680E+00 3.342106343E-13 8.503510635E-03 
015_310_SRH 015_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 4.157160709E-13 1.000000000E+20 1.226622770E+00 3.341937910E-13 8.528575724E-03 
016_310 016_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 5.143061224E-13 1.000000000E+20 1.229442189E+00 4.895338304E-13 9.812063485E-03 
016_310_SRH 016_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 5.129006660E-13 1.000000000E+20 1.229488327E+00 4.895205541E-13 9.833791456E-03 
017_310 017_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 6.247119584E-13 1.000000000E+20 1.232669930E+00 7.174724095E-13 1.139947625E-02 
017_310_SRH 017_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 6.233606155E-13 1.000000000E+20 1.232707751E+00 7.174637173E-13 1.141869513E-02 
018_310 018_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.513274940E-13 1.000000000E+20 1.236211468E+00 1.052322931E-12 1.326377791E-02 
018_310_SRH 018_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.500203278E-13 1.000000000E+20 1.236243274E+00 1.052320262E-12 1.328098198E-02 
019_310 019_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 8.980565428E-13 1.000000000E+20 1.240038725E+00 1.544684318E-12 1.539494032E-02 
019_310_SRH 019_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 8.967841561E-13 1.000000000E+20 1.240065955E+00 1.544689724E-12 1.541041103E-02 
