T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
330 001_330 35.134 4.311140E-1 7.338147E-1 7.666020E+1 2.425200E+1 3.569040E-1 6.795114E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 1.800E-4 5.623E+15
330 002_330 35.134 4.306940E-1 7.330461E-1 7.664220E+1 2.419730E+1 3.564940E-1 6.787587E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 1.800E-4 5.623E+15
330 003_330 35.134 4.300900E-1 7.319240E-1 7.661620E+1 2.411820E+1 3.559280E-1 6.776165E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 1.800E-4 5.623E+15
330 004_330 35.134 4.291900E-1 7.302902E-1 7.658600E+1 2.400460E+1 3.551070E-1 6.759817E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 1.800E-4 5.623E+15
330 005_330 35.134 4.279280E-1 7.279200E-1 7.654250E+1 2.384280E+1 3.539360E-1 6.736484E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 1.800E-4 5.623E+15
330 006_330 35.134 4.261990E-1 7.244998E-1 7.647890E+1 2.361520E+1 3.523540E-1 6.702143E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 1.800E-4 5.623E+15
330 007_330 35.134 4.238860E-1 7.196020E-1 7.638700E+1 2.330020E+1 3.501860E-1 6.653690E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 1.800E-4 5.623E+15
330 008_330 35.134 4.208760E-1 7.126640E-1 7.625840E+1 2.287310E+1 3.473340E-1 6.585354E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 1.800E-4 5.623E+15
330 009_330 35.134 4.169440E-1 7.029849E-1 7.611080E+1 2.230850E+1 3.437210E-1 6.490291E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 1.800E-4 5.623E+15
330 010_330 35.134 4.122010E-1 6.897618E-1 7.591350E+1 2.158370E+1 3.393070E-1 6.361134E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 1.800E-4 5.623E+15
330 011_330 35.134 4.065780E-1 6.721966E-1 7.568560E+1 2.068490E+1 3.340920E-1 6.191385E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 1.800E-4 5.623E+15
330 012_330 35.134 4.003240E-1 6.496899E-1 7.540600E+1 1.961210E+1 3.282520E-1 5.974705E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 1.800E-4 5.623E+15
330 013_330 35.134 3.934310E-1 6.220947E-1 7.511500E+1 1.838450E+1 3.219040E-1 5.711161E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 1.800E-4 5.623E+15
330 014_330 35.134 3.862460E-1 5.899163E-1 7.479080E+1 1.704120E+1 3.152640E-1 5.405400E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 1.800E-4 5.623E+15
330 015_330 35.134 3.789470E-1 5.542987E-1 7.443700E+1 1.563550E+1 3.084670E-1 5.068768E-1 1.000000E+0 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 1.800E-4 5.623E+15
330 016_330 35.134 3.715540E-1 5.167137E-1 7.407300E+1 1.422100E+1 3.016310E-1 4.714722E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 1.800E-4 5.623E+15
330 017_330 35.134 3.640960E-1 4.784897E-1 7.369670E+1 1.283910E+1 2.947750E-1 4.355571E-1 1.000000E+0 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 1.800E-4 5.623E+15
330 018_330 35.134 3.565850E-1 4.404753E-1 7.329040E+1 1.151150E+1 2.878420E-1 3.999243E-1 1.000000E+0 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 1.800E-4 5.623E+15
330 019_330 35.134 3.489410E-1 4.030303E-1 7.284400E+1 1.024430E+1 2.807320E-1 3.649144E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 1.800E-4 5.623E+15
330 020_330 35.134 3.410160E-1 3.662790E-1 7.236070E+1 9.038300E+0 2.734080E-1 3.305808E-1 1.000000E+0 1.468000E+13 1.468000E+13 1.468000E+13 1.468000E+13 1.800E-4 5.623E+15
330 021_330 35.134 3.327370E-1 3.303834E-1 7.183280E+1 7.896600E+0 2.657710E-1 2.971213E-1 1.000000E+0 2.154000E+13 2.154000E+13 2.154000E+13 2.154000E+13 1.800E-4 5.623E+15
330 022_330 35.134 3.241200E-1 2.956580E-1 7.123770E+1 6.826600E+0 2.578030E-1 2.648000E-1 1.000000E+0 3.162000E+13 3.162000E+13 3.162000E+13 3.162000E+13 1.800E-4 5.623E+15
330 023_330 35.134 3.151430E-1 2.625210E-1 7.056310E+1 5.837800E+0 2.494630E-1 2.340149E-1 1.000000E+0 4.642000E+13 4.642000E+13 4.642000E+13 4.642000E+13 1.800E-4 5.623E+15
330 024_330 35.134 3.057830E-1 2.313870E-1 6.979470E+1 4.938300E+0 2.407520E-1 2.051189E-1 1.000000E+0 6.813000E+13 6.813000E+13 6.813000E+13 6.813000E+13 1.800E-4 5.623E+15
330 025_330 35.134 2.960140E-1 2.025868E-1 6.891480E+1 4.132700E+0 2.316110E-1 1.784332E-1 1.000000E+0 1.000000E+14 1.000000E+14 1.000000E+14 1.000000E+14 1.800E-4 5.623E+15
