T file kT1 TDD TDD1 TDD11 TDD111 d N_B
335 001_335 34.61 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 1.500E-4 1.000E+15
335 002_335 34.61 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 1.500E-4 1.000E+15
335 003_335 34.61 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 1.500E-4 1.000E+15
335 004_335 34.61 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 1.500E-4 1.000E+15
335 005_335 34.61 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 1.500E-4 1.000E+15
335 006_335 34.61 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 1.500E-4 1.000E+15
335 007_335 34.61 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 1.500E-4 1.000E+15
335 008_335 34.61 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 1.500E-4 1.000E+15
335 009_335 34.61 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 1.500E-4 1.000E+15
335 010_335 34.61 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 1.500E-4 1.000E+15
335 011_335 34.61 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 1.500E-4 1.000E+15
335 012_335 34.61 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 1.500E-4 1.000E+15
335 013_335 34.61 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 1.500E-4 1.000E+15
335 014_335 34.61 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 1.500E-4 1.000E+15
335 015_335 34.61 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 1.500E-4 1.000E+15
335 016_335 34.61 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 1.500E-4 1.000E+15
335 017_335 34.61 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 1.500E-4 1.000E+15
335 018_335 34.61 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 1.500E-4 1.000E+15
335 019_335 34.61 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 1.500E-4 1.000E+15
295 001_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 002_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 003_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 004_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 005_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 006_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 007_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 008_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 009_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 010_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 011_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 012_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 013_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 014_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 015_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 016_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 017_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 018_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
295 019_295 39.302 0.000000E+0 0.000000E+0 0.000000E+0 0.000000E+0 1.500E-4 1.000E+15
