N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.778E+15 300 2.300E-4 1.193439194E+00 1.196487288E+00
1.468000E+10 1.778E+15 300 2.300E-4 1.194381044E+00 1.196518245E+00
2.154000E+10 1.778E+15 300 2.300E-4 1.195075374E+00 1.196563514E+00
3.162000E+10 1.778E+15 300 2.300E-4 1.195598421E+00 1.196629613E+00
4.642000E+10 1.778E+15 300 2.300E-4 1.196013459E+00 1.196725940E+00
6.813000E+10 1.778E+15 300 2.300E-4 1.196374132E+00 1.196865861E+00
1.000000E+11 1.778E+15 300 2.300E-4 1.196728587E+00 1.197068188E+00
1.468000E+11 1.778E+15 300 2.300E-4 1.197123710E+00 1.197358853E+00
2.154000E+11 1.778E+15 300 2.300E-4 1.197620681E+00 1.197786873E+00
3.162000E+11 1.778E+15 300 2.300E-4 1.198251222E+00 1.198367617E+00
4.642000E+11 1.778E+15 300 2.300E-4 1.199094780E+00 1.199178143E+00
6.813000E+11 1.778E+15 300 2.300E-4 1.200204472E+00 1.200264294E+00
1.000000E+12 1.778E+15 300 2.300E-4 1.201659161E+00 1.201703374E+00
1.468000E+12 1.778E+15 300 2.300E-4 1.203513249E+00 1.203546509E+00
2.154000E+12 1.778E+15 300 2.300E-4 1.205816205E+00 1.205842041E+00
3.162000E+12 1.778E+15 300 2.300E-4 1.208575508E+00 1.208596232E+00
4.642000E+12 1.778E+15 300 2.300E-4 1.211771727E+00 1.211788819E+00
6.813000E+12 1.778E+15 300 2.300E-4 1.215379267E+00 1.215393756E+00
1.000000E+13 1.778E+15 300 2.300E-4 1.219332658E+00 1.219345108E+00
