T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
320 001_320 36.232 4.553470E-1 7.446628E-1 7.795990E+1 2.643460E+1 3.807910E-1 6.942035E-1 1.000000E+0 1.000000E+10 1.000000E+10 3.800E-4 5.623E+15
320 002_320 36.232 4.545080E-1 7.423067E-1 7.791750E+1 2.628810E+1 3.799510E-1 6.918827E-1 1.000000E+0 1.468000E+10 1.468000E+10 3.800E-4 5.623E+15
320 003_320 36.232 4.533340E-1 7.389360E-1 7.785950E+1 2.608170E+1 3.787600E-1 6.886094E-1 1.000000E+0 2.154000E+10 2.154000E+10 3.800E-4 5.623E+15
320 004_320 36.232 4.517220E-1 7.341674E-1 7.778220E+1 2.579560E+1 3.771780E-1 6.839117E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.800E-4 5.623E+15
320 005_320 36.232 4.495380E-1 7.275258E-1 7.768690E+1 2.540750E+1 3.750490E-1 6.774468E-1 1.000000E+0 4.642000E+10 4.642000E+10 3.800E-4 5.623E+15
320 006_320 36.232 4.466250E-1 7.184703E-1 7.758380E+1 2.489560E+1 3.723340E-1 6.686360E-1 1.000000E+0 6.813000E+10 6.813000E+10 3.800E-4 5.623E+15
320 007_320 36.232 4.430610E-1 7.064647E-1 7.745130E+1 2.424280E+1 3.689750E-1 6.570318E-1 1.000000E+0 1.000000E+11 1.000000E+11 3.800E-4 5.623E+15
320 008_320 36.232 4.388290E-1 6.910998E-1 7.729950E+1 2.344290E+1 3.650290E-1 6.422215E-1 1.000000E+0 1.468000E+11 1.468000E+11 3.800E-4 5.623E+15
320 009_320 36.232 4.339890E-1 6.722376E-1 7.713870E+1 2.250470E+1 3.605960E-1 6.240988E-1 1.000000E+0 2.154000E+11 2.154000E+11 3.800E-4 5.623E+15
320 010_320 36.232 4.288150E-1 6.501003E-1 7.695070E+1 2.145170E+1 3.557910E-1 6.029312E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.800E-4 5.623E+15
320 011_320 36.232 4.233500E-1 6.252107E-1 7.675640E+1 2.031610E+1 3.507710E-1 5.791831E-1 1.000000E+0 4.642000E+11 4.642000E+11 3.800E-4 5.623E+15
320 012_320 36.232 4.177630E-1 5.981711E-1 7.654240E+1 1.912740E+1 3.455960E-1 5.534634E-1 1.000000E+0 6.813000E+11 6.813000E+11 3.800E-4 5.623E+15
320 013_320 36.232 4.120460E-1 5.694089E-1 7.631140E+1 1.790440E+1 3.402830E-1 5.261616E-1 1.000000E+0 1.000000E+12 1.000000E+12 3.800E-4 5.623E+15
320 014_320 36.232 4.060970E-1 5.390712E-1 7.607080E+1 1.665300E+1 3.347950E-1 4.974101E-1 1.000000E+0 1.468000E+12 1.468000E+12 3.800E-4 5.623E+15
320 015_320 36.232 3.999850E-1 5.071336E-1 7.579020E+1 1.537370E+1 3.290530E-1 4.672118E-1 1.000000E+0 2.154000E+12 2.154000E+12 3.800E-4 5.623E+15
320 016_320 36.232 3.934290E-1 4.736162E-1 7.550750E+1 1.406970E+1 3.230180E-1 4.355696E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.800E-4 5.623E+15
320 017_320 36.232 3.865740E-1 4.387406E-1 7.518520E+1 1.275180E+1 3.166500E-1 4.027100E-1 1.000000E+0 4.642000E+12 4.642000E+12 3.800E-4 5.623E+15
320 018_320 36.232 3.794130E-1 4.029511E-1 7.481660E+1 1.143830E+1 3.099510E-1 3.690365E-1 1.000000E+0 6.813000E+12 6.813000E+12 3.800E-4 5.623E+15
320 019_320 36.232 3.718220E-1 3.668413E-1 7.442120E+1 1.015100E+1 3.029000E-1 3.351271E-1 1.000000E+0 1.000000E+13 1.000000E+13 3.800E-4 5.623E+15
320 020_320 36.232 3.638590E-1 3.310629E-1 7.398180E+1 8.911800E+0 2.954980E-1 3.015873E-1 1.000000E+0 1.468000E+13 1.468000E+13 3.800E-4 5.623E+15
320 021_320 36.232 3.555540E-1 2.962522E-1 7.348380E+1 7.740300E+0 2.877640E-1 2.689818E-1 1.000000E+0 2.154000E+13 2.154000E+13 3.800E-4 5.623E+15
320 022_320 36.232 3.468980E-1 2.629791E-1 7.291810E+1 6.652100E+0 2.796580E-1 2.378657E-1 1.000000E+0 3.162000E+13 3.162000E+13 3.800E-4 5.623E+15
320 023_320 36.232 3.378730E-1 2.317107E-1 7.227300E+1 5.658200E+0 2.711620E-1 2.086638E-1 1.000000E+0 4.642000E+13 4.642000E+13 3.800E-4 5.623E+15
320 024_320 36.232 3.284470E-1 2.027914E-1 7.153340E+1 4.764600E+0 2.622560E-1 1.816766E-1 1.000000E+0 6.813000E+13 6.813000E+13 3.800E-4 5.623E+15
320 025_320 36.232 3.185750E-1 1.764366E-1 7.067910E+1 3.972700E+0 2.529000E-1 1.570874E-1 1.000000E+0 1.000000E+14 1.000000E+14 3.800E-4 5.623E+15
