N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.778E+16 336 2.400E-4 1.214610370E+00 1.244814168E+00
1.468000E+10 1.778E+16 336 2.400E-4 1.223841036E+00 1.245288048E+00
2.154000E+10 1.778E+16 336 2.400E-4 1.230927530E+00 1.245968879E+00
3.162000E+10 1.778E+16 336 2.400E-4 1.236487778E+00 1.246937507E+00
4.642000E+10 1.778E+16 336 2.400E-4 1.241089420E+00 1.248296824E+00
6.813000E+10 1.778E+16 336 2.400E-4 1.245224568E+00 1.250167926E+00
1.000000E+11 1.778E+16 336 2.400E-4 1.249300199E+00 1.011927203E+00
1.468000E+11 1.778E+16 336 2.400E-4 1.253623294E+00 1.255921749E+00
2.154000E+11 1.778E+16 336 2.400E-4 1.258373694E+00 1.259935986E+00
3.162000E+11 1.778E+16 336 2.400E-4 1.263576450E+00 1.264638600E+00
4.642000E+11 1.778E+16 336 2.400E-4 1.269102850E+00 1.269826905E+00
6.813000E+11 1.778E+16 336 2.400E-4 1.274726189E+00 1.275222536E+00
1.000000E+12 1.778E+16 336 2.400E-4 1.280216204E+00 1.280559639E+00
1.468000E+12 1.778E+16 336 2.400E-4 1.285415863E+00 1.285656834E+00
2.154000E+12 1.778E+16 336 2.400E-4 1.290260577E+00 1.290432985E+00
3.162000E+12 1.778E+16 336 2.400E-4 1.294755442E+00 1.294881953E+00
4.642000E+12 1.778E+16 336 2.400E-4 1.298947112E+00 1.299042668E+00
6.813000E+12 1.778E+16 336 2.400E-4 1.302904620E+00 1.302978987E+00
1.000000E+13 1.778E+16 336 2.400E-4 1.306706247E+00 1.306765758E+00
