N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 5.623E+16 336 1.800E-4 1.174826981E+00 1.225526847E+00
1.468000E+10 5.623E+16 336 1.800E-4 1.188998956E+00 1.226179457E+00
2.154000E+10 5.623E+16 336 1.800E-4 1.200425492E+00 1.227110583E+00
3.162000E+10 5.623E+16 336 1.800E-4 1.209595592E+00 1.228422834E+00
4.642000E+10 5.623E+16 336 1.800E-4 1.217137036E+00 1.230240399E+00
6.813000E+10 5.623E+16 336 1.800E-4 1.223679808E+00 1.232698714E+00
1.000000E+11 5.623E+16 336 1.800E-4 1.229770256E+00 1.235920040E+00
1.468000E+11 5.623E+16 336 1.800E-4 1.235813572E+00 1.239973557E+00
2.154000E+11 5.623E+16 336 1.800E-4 1.242032715E+00 1.244828671E+00
3.162000E+11 5.623E+16 336 1.800E-4 1.248453739E+00 1.250325454E+00
4.642000E+11 5.623E+16 336 1.800E-4 1.254938266E+00 1.256191227E+00
6.813000E+11 5.623E+16 336 1.800E-4 1.261266201E+00 1.262109568E+00
1.000000E+12 5.623E+16 336 1.800E-4 1.267235594E+00 1.267810049E+00
1.468000E+12 5.623E+16 336 1.800E-4 1.272730835E+00 1.273129266E+00
2.154000E+12 5.623E+16 336 1.800E-4 1.277735510E+00 1.278018271E+00
3.162000E+12 5.623E+16 336 1.800E-4 1.282304884E+00 1.282510943E+00
4.642000E+12 5.623E+16 336 1.800E-4 1.286529098E+00 1.286683587E+00
6.813000E+12 5.623E+16 336 1.800E-4 1.290507110E+00 1.290626310E+00
1.000000E+13 5.623E+16 336 1.800E-4 1.294338856E+00 1.294455401E+00
