T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
340 001_340 34.101 4.078760E-1 7.203729E-1 7.527940E+1 2.211880E+1 3.340530E-1 6.621354E-1 1.000000E+0 1.000000E+10 1.000000E+10 3.800E-4 3.162E+16
340 002_340 34.101 4.076250E-1 7.184426E-1 7.526960E+1 2.204310E+1 3.338180E-1 6.603324E-1 1.000000E+0 1.468000E+10 1.468000E+10 3.800E-4 3.162E+16
340 003_340 34.101 4.072670E-1 7.156755E-1 7.525540E+1 2.193470E+1 3.334860E-1 6.577413E-1 1.000000E+0 2.154000E+10 2.154000E+10 3.800E-4 3.162E+16
340 004_340 34.101 4.067610E-1 7.117495E-1 7.523500E+1 2.178140E+1 3.330180E-1 6.540630E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.800E-4 3.162E+16
340 005_340 34.101 4.060580E-1 7.062587E-1 7.520600E+1 2.156770E+1 3.323730E-1 6.489018E-1 1.000000E+0 4.642000E+10 4.642000E+10 3.800E-4 3.162E+16
340 006_340 34.101 4.051020E-1 6.987273E-1 7.516540E+1 2.127600E+1 3.314940E-1 6.418206E-1 1.000000E+0 6.813000E+10 6.813000E+10 3.800E-4 3.162E+16
340 007_340 34.101 4.038330E-1 6.886573E-1 7.510970E+1 2.088820E+1 3.303030E-1 6.323957E-1 1.000000E+0 1.000000E+11 1.000000E+11 3.800E-4 3.162E+16
340 008_340 34.101 4.022040E-1 6.756161E-1 7.503540E+1 2.038980E+1 3.287790E-1 6.201667E-1 1.000000E+0 1.468000E+11 1.468000E+11 3.800E-4 3.162E+16
340 009_340 34.101 4.001820E-1 6.593480E-1 7.494010E+1 1.977360E+1 3.268850E-1 6.049118E-1 1.000000E+0 2.154000E+11 2.154000E+11 3.800E-4 3.162E+16
340 010_340 34.101 3.976600E-1 6.398546E-1 7.484080E+1 1.904280E+1 3.246000E-1 5.866558E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.800E-4 3.162E+16
340 011_340 34.101 3.947600E-1 6.173760E-1 7.471560E+1 1.820930E+1 3.219240E-1 5.656410E-1 1.000000E+0 4.642000E+11 4.642000E+11 3.800E-4 3.162E+16
340 012_340 34.101 3.915060E-1 5.922583E-1 7.456120E+1 1.728870E+1 3.188770E-1 5.421746E-1 1.000000E+0 6.813000E+11 6.813000E+11 3.800E-4 3.162E+16
340 013_340 34.101 3.877870E-1 5.647917E-1 7.439610E+1 1.629410E+1 3.154590E-1 5.165213E-1 1.000000E+0 1.000000E+12 1.000000E+12 3.800E-4 3.162E+16
340 014_340 34.101 3.836460E-1 5.351463E-1 7.420420E+1 1.523460E+1 3.116500E-1 4.888368E-1 1.000000E+0 1.468000E+12 1.468000E+12 3.800E-4 3.162E+16
340 015_340 34.101 3.790710E-1 5.034480E-1 7.397730E+1 1.411800E+1 3.073930E-1 4.592826E-1 1.000000E+0 2.154000E+12 2.154000E+12 3.800E-4 3.162E+16
340 016_340 34.101 3.739250E-1 4.699113E-1 7.373140E+1 1.295550E+1 3.026860E-1 4.280175E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.800E-4 3.162E+16
340 017_340 34.101 3.683040E-1 4.349174E-1 7.343990E+1 1.176370E+1 2.974710E-1 3.954590E-1 1.000000E+0 4.642000E+12 4.642000E+12 3.800E-4 3.162E+16
340 018_340 34.101 3.621340E-1 3.990004E-1 7.311120E+1 1.056390E+1 2.917680E-1 3.620674E-1 1.000000E+0 6.813000E+12 6.813000E+12 3.800E-4 3.162E+16
340 019_340 34.101 3.554000E-1 3.627924E-1 7.274370E+1 9.379300E+0 2.855960E-1 3.284123E-1 1.000000E+0 1.000000E+13 1.000000E+13 3.800E-4 3.162E+16
340 020_340 34.101 3.481900E-1 3.269552E-1 7.231480E+1 8.232500E+0 2.789160E-1 2.951604E-1 1.000000E+0 1.468000E+13 1.468000E+13 3.800E-4 3.162E+16
340 021_340 34.101 3.404760E-1 2.921253E-1 7.182440E+1 7.143800E+0 2.717480E-1 2.628825E-1 1.000000E+0 2.154000E+13 2.154000E+13 3.800E-4 3.162E+16
340 022_340 34.101 3.321970E-1 2.588683E-1 7.127810E+1 6.129600E+0 2.641110E-1 2.320835E-1 1.000000E+0 3.162000E+13 3.162000E+13 3.800E-4 3.162E+16
340 023_340 34.101 3.234380E-1 2.276451E-1 7.064750E+1 5.201700E+0 2.560060E-1 2.031868E-1 1.000000E+0 4.642000E+13 4.642000E+13 3.800E-4 3.162E+16
340 024_340 34.101 3.141920E-1 1.987922E-1 6.991590E+1 4.366900E+0 2.474120E-1 1.765017E-1 1.000000E+0 6.813000E+13 6.813000E+13 3.800E-4 3.162E+16
340 025_340 34.101 3.044420E-1 1.725174E-1 6.906350E+1 3.627300E+0 2.382910E-1 1.522220E-1 1.000000E+0 1.000000E+14 1.000000E+14 3.800E-4 3.162E+16
