N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.400E+15 300 1.800E-4 1.180967566E+00 1.182335382E+00
1.468000E+10 1.400E+15 300 1.800E-4 1.181603120E+00 1.182543353E+00
2.154000E+10 1.400E+15 300 1.800E-4 1.182200091E+00 1.182845221E+00
3.162000E+10 1.400E+15 300 1.800E-4 1.182838908E+00 1.183281145E+00
4.642000E+10 1.400E+15 300 1.800E-4 1.183602863E+00 1.183906017E+00
6.813000E+10 1.400E+15 300 1.800E-4 1.184584199E+00 1.184792215E+00
1.000000E+11 1.400E+15 300 1.800E-4 1.185886943E+00 1.186030004E+00
1.468000E+11 1.400E+15 300 1.800E-4 1.187623346E+00 1.187722159E+00
2.154000E+11 1.400E+15 300 1.800E-4 1.189899103E+00 1.189967828E+00
3.162000E+11 1.400E+15 300 1.800E-4 1.192783455E+00 1.192831782E+00
4.642000E+11 1.400E+15 300 1.800E-4 1.196267645E+00 1.196302192E+00
6.813000E+11 1.400E+15 300 1.800E-4 1.200231323E+00 1.200256572E+00
1.000000E+12 1.400E+15 300 1.800E-4 1.204452409E+00 1.204471361E+00
1.468000E+12 1.400E+15 300 1.800E-4 1.208682651E+00 1.208697297E+00
2.154000E+12 1.400E+15 300 1.800E-4 1.212754323E+00 1.212765965E+00
3.162000E+12 1.400E+15 300 1.800E-4 1.216636303E+00 1.216645804E+00
4.642000E+12 1.400E+15 300 1.800E-4 1.220398495E+00 1.220406427E+00
6.813000E+12 1.400E+15 300 1.800E-4 1.224132953E+00 1.224139697E+00
1.000000E+13 1.400E+15 300 1.800E-4 1.227902039E+00 1.227907847E+00
