fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_305 001_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 4.062108498E-15 1.000000000E+20 1.196665809E+00 1.690474673E-15 4.889522812E-03 
001_305_SRH 001_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 3.244897554E-15 1.000000000E+20 1.200155039E+00 1.676716505E-15 5.988066492E-03 
002_305 002_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.100194059E-14 1.000000000E+20 1.199084068E+00 5.314811111E-15 5.627707015E-03 
002_305_SRH 002_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.018745911E-14 1.000000000E+20 1.200264313E+00 5.301297015E-15 6.027389368E-03 
003_305 003_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 3.230937767E-14 1.000000000E+20 1.200215250E+00 1.676829559E-14 6.014244422E-03 
003_305_SRH 003_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 3.150240184E-14 1.000000000E+20 1.200601917E+00 1.675501399E-14 6.150545941E-03 
004_305 004_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 9.397679522E-14 1.000000000E+20 1.201471123E+00 5.291391215E-14 6.480769304E-03 
004_305_SRH 004_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 9.319086874E-14 1.000000000E+20 1.201599343E+00 5.290113316E-14 6.528659189E-03 
005_305 005_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 2.473072425E-13 1.000000000E+20 1.204190644E+00 1.666774399E-13 7.606518194E-03 
005_305_SRH 005_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 2.465706821E-13 1.000000000E+20 1.204236528E+00 1.666659640E-13 7.625899755E-03 
006_305 006_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 5.359560607E-13 1.000000000E+20 1.209892169E+00 5.240445284E-13 1.038837042E-02 
006_305_SRH 006_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 5.352967457E-13 1.000000000E+20 1.209912125E+00 5.240361193E-13 1.039858490E-02 
007_305 007_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 9.649414438E-13 1.000000000E+20 1.219219763E+00 1.651470590E-12 1.581788170E-02 
007_305_SRH 007_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 9.643487483E-13 1.000000000E+20 1.219231093E+00 1.651469311E-12 1.582472418E-02 
